model,train_seed,config_name,eval_episodes,eval_type,eval_max_steps,avg_episodic_return,avg_episodic_length,collision_rate,per_episode_csv,actor_checkpoint
self_attention,12345,curriculum_stage_2_easy_overtake,50,full,,82.054629,98.2,1.0,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_stage2_3seed_foreground_20260507_162555\seed12345\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_stage2_3seed_foreground_20260507_162555\seed12345\checkpoint_actor.pth
