iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4104,11.463687,6.041183,-0.008376,45.27
2,8216,13.13738,7.381527,-0.003459,47.61
3,12332,16.596774,10.10019,-0.007404,44.44
4,16428,18.788991,11.672288,-0.002907,42.83
5,20525,21.227979,13.700736,-0.002845,45.62
6,24629,23.318182,15.227607,-0.002777,43.55
7,28751,24.682635,16.696401,-0.002281,45.55
8,32883,26.831169,18.451958,-0.004032,47.16
9,36980,29.688406,21.242272,-0.000514,41.42
10,41097,31.189394,22.435776,-0.001606,38.62
11,45193,31.267176,22.347885,-0.00214,39.05
12,49303,33.145161,24.021648,-0.000896,39.02
13,53402,32.275591,23.204627,-0.000653,37.81
14,57526,35.551724,26.027399,-0.001404,43.17
15,61648,34.638655,26.119647,-0.000423,42.81
16,65814,37.872727,28.312144,-0.000962,39.7
17,69939,40.441176,30.657656,-0.000982,41.12
18,74178,38.189189,28.193007,-0.000176,53.35
19,78353,38.657407,29.559785,-0.000694,38.86
20,82475,42.494845,33.063261,-0.000909,39.29
21,86637,41.62,31.964538,-0.000245,38.32
22,90746,39.509615,29.93529,-0.001238,37.88
23,94852,38.735849,29.557633,-0.001273,38.82
24,98952,44.565217,34.898088,2.7e-05,38.71
25,103068,42.0,32.862306,-0.00053,39.23
