iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4097,10.451531,5.48438,-0.012688,90.15
2,8202,12.630769,7.247215,-0.008516,86.91
3,12309,16.428,10.20921,-0.011626,89.72
4,16415,25.503106,17.574747,-0.004723,83.74
5,20512,29.905109,21.285392,-0.000937,81.21
6,24638,29.683453,20.968711,-0.00367,82.21
7,28780,33.136,23.758121,-0.001142,76.88
8,32899,33.217742,23.998718,-0.003222,77.09
9,37010,42.381443,31.091367,-0.001584,76.15
10,41147,37.27027,26.549829,-0.001495,74.61
11,45284,41.37,30.114113,-0.002708,76.29
12,49500,40.932039,29.973982,-0.000799,74.63
13,53599,42.257732,31.141218,-0.001063,71.87
14,57727,46.382022,34.493459,-0.000711,76.53
15,61834,52.653846,39.727396,-0.000776,76.29
16,65951,56.39726,42.792582,-0.000204,76.71
17,70199,56.64,42.336316,-0.001477,77.22
18,74375,67.354839,51.867179,-0.000116,73.58
19,78481,64.15625,48.616111,-0.00311,74.35
20,82664,83.66,64.933453,-1.6e-05,73.84
21,86873,84.18,65.394719,-0.000529,75.04
22,91019,88.212766,68.646851,8e-06,74.06
23,95123,85.5,65.816541,-0.000679,74.62
24,99222,81.98,62.455219,-0.001111,74.48
25,103349,93.795455,73.550233,-0.000549,77.81
