"model","runs","train_seeds","avg_train_return","avg_train_length","avg_eval_return","avg_eval_length","collision_rate"
"self_attention","3","12345;23456;34567","61.4584616666667","77.6216216666667","166.690863","203.066666666667","0.706666666666667"
