iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4101,20.60804,12.678885,-0.003241,63.46
2,8214,22.353261,14.144706,-0.000672,64.49
3,12321,22.690608,14.623773,-0.000616,63.81
4,16432,24.182353,15.683453,-0.001254,66.01
5,20535,23.445714,15.074478,-0.00104,72.27
6,24650,23.649425,14.843732,-0.001076,63.93
7,28765,25.245399,16.686385,-0.000532,63.49
8,32885,25.432099,16.501772,-0.00087,62.58
9,36986,26.62987,17.717575,-0.000843,60.77
10,41101,26.044304,17.717491,-0.000722,59.88
11,45198,26.432258,17.853278,-0.000481,59.44
12,49294,27.863946,19.003159,-0.00091,60.54
13,53416,26.423077,17.559597,-0.001144,61.64
14,57517,27.52349,18.417785,-0.000361,62.27
15,61637,29.640288,20.331858,-0.000699,62.83
16,65745,32.603175,22.710183,-0.000871,63.17
17,69856,36.705357,26.684548,-0.001617,63.67
18,73959,29.307143,20.551395,-0.000715,61.61
19,78058,31.530769,22.149321,-0.000892,62.3
20,82163,31.335878,21.684877,-0.000769,61.21
21,86285,33.512195,23.204511,-0.000212,62.28
22,90408,34.358333,24.061905,-0.000256,59.75
23,94527,33.487805,23.6716,-0.000414,60.33
24,98634,34.805085,24.37817,-0.000899,59.71
25,102792,36.79646,26.358853,-0.000251,60.07
