iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4097,10.451531,5.48438,-0.012688,60.25
2,8202,12.630769,7.247215,-0.008516,55.55
3,12309,16.428,10.20921,-0.011626,54.78
4,16415,25.503106,17.574747,-0.004723,54.98
5,20512,29.905109,21.285392,-0.000937,57.02
6,24638,29.683453,20.968711,-0.00367,55.17
7,28780,33.136,23.758121,-0.001142,53.45
8,32899,33.217742,23.998718,-0.003222,54.12
9,37010,42.381443,31.091367,-0.001584,54.48
10,41147,37.27027,26.549829,-0.001495,52.85
11,45284,41.37,30.114113,-0.002708,54.31
12,49500,40.932039,29.973982,-0.000799,53.59
13,53599,42.257732,31.141218,-0.001063,51.73
14,57727,46.382022,34.493459,-0.000711,52.02
15,61834,52.653846,39.727396,-0.000776,52.62
16,65951,56.39726,42.792582,-0.000204,56.82
17,70199,56.64,42.336316,-0.001477,56.25
18,74375,67.354839,51.867179,-0.000116,52.73
19,78481,64.15625,48.616111,-0.00311,53.96
20,82664,83.66,64.933453,-1.6e-05,54.23
21,86873,84.18,65.394719,-0.000529,55.03
22,91019,88.212766,68.646851,8e-06,53.95
23,95123,85.5,65.816541,-0.000679,52.74
24,99222,81.98,62.455219,-0.001111,51.81
25,103349,93.795455,73.550233,-0.000549,53.32
