model,env_id,base_config_name,config_variant,ego_start_lane_policy,runs,train_seeds,eval_episodes_per_run,total_eval_episodes,avg_final_training_return,avg_final_training_length,avg_of_eval_avg_episodic_return,avg_of_eval_avg_episodic_length,avg_collision_rate,per_run_summary
deep_sets_mean_max,continuous-spawn-highway-v0,curriculum_stage_2_easy_overtake,curriculum_stage_2_easy_overtake_lite,random,1,34567,50,50,25.358667,34.233333,102.57622,121.64,0.98,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_stage2_lite_seed34567_rerun_100k_20260511_135152\per_run_summary.csv
