model,train_seed,config_name,target_timesteps,iteration,timesteps_so_far,avg_episodic_return,avg_episodic_length,avg_raw_episodic_return,avg_loss,avg_critic_uncertainty,iteration_seconds,training_csv,actor_checkpoint,critic_checkpoint
uncertainty_penalty_lambda_0_01,23456,curriculum_stage_3_mixed_traffic,100000,25,102969,27.291,38.59,27.428,-0.00065,0.00293,125.29,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_penalty_lambda_sweep_2x100k_20260512_204554\lambda_0_01\seed23456\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_penalty_lambda_sweep_2x100k_20260512_204554\lambda_0_01\seed23456\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_penalty_lambda_sweep_2x100k_20260512_204554\lambda_0_01\seed23456\checkpoint_critic.pth
