model,train_seed,config_name,eval_episodes,eval_type,eval_max_steps,eval_action_mode,safeguard_threshold,mc_samples,avg_episodic_return,avg_episodic_length,collision_rate,avg_uncertainty,avg_max_uncertainty,avg_activations_per_episode,avg_activation_rate,total_activations,per_episode_csv,actor_checkpoint
deep_sets_mean_max,12345,curriculum_stage_3_mixed_traffic,50,full,,actor,,,202.096006,251.46,0.7,,,,,,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_backbones_repeat2_100k_20260512_093812\deep_sets_mean_max\seed12345\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_backbones_repeat2_100k_20260512_093812\deep_sets_mean_max\seed12345\checkpoint_actor.pth
