model,train_seed,config_name,target_timesteps,iteration,timesteps_so_far,avg_episodic_return,avg_episodic_length,avg_loss,iteration_seconds,training_csv,actor_checkpoint,critic_checkpoint
deep_sets_mean_max,56789,curriculum_stage_2_easy_overtake,100000,25,103275,32.385128,44.430108,-0.000295,38.09,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_continuous_stage2_lite_100k_seed56789_20260507_111503\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_continuous_stage2_lite_100k_seed56789_20260507_111503\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_continuous_stage2_lite_100k_seed56789_20260507_111503\checkpoint_critic.pth
