"model","runs","train_seeds","avg_train_return","avg_train_length","avg_eval_return","avg_eval_length","collision_rate"
"deep_sets_mean","5","12345;23456;34567;45678;56789","59.2651082","75.920771","186.5509582","227.968","0.644"
