iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4107,24.158824,15.770166,-0.003912,177.42
2,8218,25.534161,16.627277,-0.000906,64.65
3,12332,24.05848,15.398582,-0.000283,63.69
4,16434,25.165644,16.726318,-0.001647,61.8
5,20551,28.79021,19.613812,-0.000481,63.58
6,24648,25.134969,16.341567,-0.000484,66.73
7,28762,25.874214,17.089014,-0.000502,64.38
8,32882,27.105263,17.849996,-0.000623,61.53
9,36995,26.882353,17.511826,-0.001047,59.93
10,41105,27.959184,18.755838,-0.000232,62.3
11,45202,25.447205,16.749792,-0.000885,61.71
12,49302,27.891156,18.369117,-0.000605,62.54
13,53423,28.034014,18.387903,-0.000376,61.11
14,57532,28.93662,19.581801,-0.00048,61.2
15,61634,27.904762,18.525859,-0.000856,62.86
16,65742,32.346457,22.337265,-0.000741,64.2
17,69850,33.129032,22.920057,-0.000615,64.47
18,74000,30.291971,20.803179,-0.000234,65.44
19,78113,29.170213,19.703846,-0.001185,65.08
20,82243,34.416667,23.582892,-0.000594,63.47
21,86353,32.88,22.514281,-3.7e-05,62.54
22,90503,36.403509,24.95007,-0.000235,65.35
23,94622,35.205128,24.029354,-0.000634,63.25
24,98723,32.291339,22.157558,-0.001048,66.4
25,102826,32.824,22.547712,-0.000201,56.98
26,106932,33.382114,22.847132,-0.000195,60.1
27,111050,37.099099,25.512759,-0.000534,59.65
28,115158,35.413793,24.091762,-0.000572,59.69
29,119287,38.231481,26.928977,-0.000885,59.35
30,123386,40.186275,27.891732,-0.000191,60.75
31,127510,34.949153,23.509861,-0.000339,58.78
32,131619,39.893204,28.652707,-0.000149,57.26
33,135769,36.086957,24.399494,-0.000597,56.51
34,139880,39.152381,26.800376,-0.000707,55.1
35,144017,41.37,29.560451,0.000113,55.04
36,148150,36.254386,24.997635,-0.000341,55.4
37,152292,37.654545,25.950066,-0.002518,56.12
38,156403,40.70297,27.824731,0.000175,54.96
39,160530,41.686869,29.217819,-6.6e-05,55.16
40,164669,35.376068,24.042992,-0.00052,55.86
41,168776,36.669643,24.88676,-0.001053,54.84
42,172924,46.088889,32.912841,-0.001733,55.91
43,177022,52.538462,37.712521,7.4e-05,57.59
44,181173,43.694737,30.906195,-0.000446,56.81
45,185323,45.604396,32.114183,-0.000124,57.32
46,189489,48.44186,34.400538,-0.00026,58.2
47,193693,46.197802,32.246554,-0.000375,57.92
48,197801,48.329412,33.951145,-0.000172,57.23
49,202130,51.535714,37.098436,-0.00035,60.08
50,206265,49.819277,34.542065,-0.000153,56.55
51,210431,55.546667,40.175317,-0.000102,57.91
52,214531,47.126437,33.348137,-0.000518,56.04
53,218630,49.987805,35.565879,-0.000702,56.45
54,222777,48.788235,34.570889,-0.000127,58.39
55,227028,53.810127,38.852262,-0.000964,57.47
56,231134,45.120879,31.597912,-0.000789,56.88
57,235235,50.012195,34.666373,-0.000756,55.56
58,239383,55.306667,39.904145,-0.000429,55.14
59,243485,53.272727,37.28153,-0.000333,55.7
60,247590,60.367647,43.508436,-0.000276,55.94
61,251699,73.375,54.665875,0.000236,55.3
62,255797,53.921053,38.403367,-0.000451,54.87
63,259951,52.582278,36.481592,-0.000328,55.87
64,264232,56.328947,40.531558,2e-06,58.06
65,268345,53.415584,38.5425,-0.000189,59.08
66,272484,71.362069,52.796906,-0.000482,57.24
67,276590,72.035088,53.531481,6.2e-05,56.16
68,280756,71.827586,52.618527,-0.000236,58.46
69,284949,58.236111,40.943333,-0.0001,57.9
70,289081,73.785714,54.717534,-0.000641,56.74
71,293185,70.758621,52.639938,-0.001435,55.65
72,297308,74.963636,55.275076,0.000505,57.46
73,301405,73.160714,54.342269,-0.00026,62.89
