model,run_index,train_seed,config_name,target_timesteps,iteration,timesteps_so_far,avg_episodic_return,avg_episodic_length,avg_loss,iteration_seconds,training_csv,actor_checkpoint,critic_checkpoint
deep_sets_mean_max,2,23456,curriculum_stage_3_mixed_traffic,300000,73,301405,54.342269,73.160714,-0.00026,62.89,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_3run_300k_parallel_20260504_172422\run_02_seed_23456\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_3run_300k_parallel_20260504_172422\run_02_seed_23456\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_3run_300k_parallel_20260504_172422\run_02_seed_23456\checkpoint_critic.pth
