threshold,episodes,avg_episodic_return,avg_episodic_length,collision_rate,avg_uncertainty_per_episode,avg_episode_max_uncertainty,avg_activations_per_episode,avg_activation_rate_per_episode,total_activations
1.0,50,209.0385358729944,255.76,0.62,0.0008989524655581224,0.003843762467149645,0.0,0.0,0
