model,train_seed,episode_index,eval_seed,episodic_return,episodic_length,collided,capped,terminated,truncated,scenario
mlp_baseline,56789,1,1000,437.60561972113453,525,0,0,0,1,overtake_easy
mlp_baseline,56789,2,1001,438.06976600926043,525,0,0,0,1,overtake_easy
mlp_baseline,56789,3,1002,18.024976825976015,33,1,0,1,0,overtake_easy
mlp_baseline,56789,4,1003,428.72398175902333,525,0,0,0,1,overtake_easy
mlp_baseline,56789,5,1004,374.14326533868706,460,1,0,1,0,overtake_easy
mlp_baseline,56789,6,1005,440.0096602730801,525,0,0,0,1,stay_best
mlp_baseline,56789,7,1006,13.305498302451422,26,1,0,1,0,overtake_easy
mlp_baseline,56789,8,1007,37.200441091526926,55,1,0,1,0,overtake_blocked
mlp_baseline,56789,9,1008,16.401394601811063,32,1,0,1,0,overtake_blocked
mlp_baseline,56789,10,1009,437.3167769213008,525,0,0,0,1,overtake_easy
mlp_baseline,56789,11,1010,438.0527460208386,525,0,0,0,1,overtake_easy
mlp_baseline,56789,12,1011,437.9804546272062,525,0,0,0,1,overtake_easy
mlp_baseline,56789,13,1012,419.1754057010225,503,1,0,1,0,overtake_blocked
mlp_baseline,56789,14,1013,395.52409248162576,484,1,0,1,0,overtake_easy
mlp_baseline,56789,15,1014,24.666972143401892,44,1,0,1,0,overtake_easy
mlp_baseline,56789,16,1015,21.823229042723145,30,1,0,1,0,overtake_easy
mlp_baseline,56789,17,1016,15.54798227731536,30,1,0,1,0,overtake_easy
mlp_baseline,56789,18,1017,313.66743470835064,393,1,0,1,0,overtake_blocked
mlp_baseline,56789,19,1018,436.6877294840186,525,0,0,0,1,overtake_easy
mlp_baseline,56789,20,1019,17.45572828747774,33,1,0,1,0,overtake_easy
mlp_baseline,56789,21,1020,438.1777016418251,525,0,0,0,1,overtake_easy
mlp_baseline,56789,22,1021,35.09701753929621,42,1,0,1,0,overtake_easy
mlp_baseline,56789,23,1022,439.35202533328834,525,0,0,0,1,stay_best
mlp_baseline,56789,24,1023,438.49783727045644,525,0,0,0,1,stay_best
mlp_baseline,56789,25,1024,21.035647728256038,35,1,0,1,0,overtake_easy
mlp_baseline,56789,26,1025,438.3506665366567,525,0,0,0,1,overtake_easy
mlp_baseline,56789,27,1026,11.500969589307728,23,1,0,1,0,overtake_easy
mlp_baseline,56789,28,1027,14.854089209052766,28,1,0,1,0,overtake_easy
mlp_baseline,56789,29,1028,18.22547407208124,31,1,0,1,0,overtake_easy
mlp_baseline,56789,30,1029,11.983250551507236,23,1,0,1,0,overtake_blocked
mlp_baseline,56789,31,1030,20.403712183537237,37,1,0,1,0,overtake_easy
mlp_baseline,56789,32,1031,434.3165511586403,525,0,0,0,1,stay_best
mlp_baseline,56789,33,1032,24.46586611205055,43,1,0,1,0,overtake_easy
mlp_baseline,56789,34,1033,65.60537227457718,83,1,0,1,0,stay_best
mlp_baseline,56789,35,1034,13.985953364070705,28,1,0,1,0,overtake_easy
mlp_baseline,56789,36,1035,34.43112618537273,43,1,0,1,0,overtake_easy
mlp_baseline,56789,37,1036,14.529434035479687,28,1,0,1,0,overtake_blocked
mlp_baseline,56789,38,1037,17.729139443757983,33,1,0,1,0,overtake_easy
mlp_baseline,56789,39,1038,14.453805417541872,28,1,0,1,0,overtake_easy
mlp_baseline,56789,40,1039,25.180513915829092,37,1,0,1,0,overtake_easy
mlp_baseline,56789,41,1040,436.68223011300813,525,0,0,0,1,overtake_blocked
mlp_baseline,56789,42,1041,438.3962339959901,525,0,0,0,1,overtake_easy
mlp_baseline,56789,43,1042,31.888774070220393,38,1,0,1,0,overtake_easy
mlp_baseline,56789,44,1043,438.62484985515533,525,0,0,0,1,overtake_easy
mlp_baseline,56789,45,1044,439.226967525859,525,0,0,0,1,stay_best
mlp_baseline,56789,46,1045,255.9349934576267,325,1,0,1,0,overtake_easy
mlp_baseline,56789,47,1046,435.0648623279569,525,0,0,0,1,overtake_blocked
mlp_baseline,56789,48,1047,437.4657011115142,525,0,0,0,1,overtake_easy
mlp_baseline,56789,49,1048,439.050333670019,525,0,0,0,1,overtake_easy
mlp_baseline,56789,50,1049,438.7662724845609,525,0,0,0,1,overtake_easy
