model,train_seed,config_name,eval_episodes,eval_type,eval_max_steps,avg_episodic_return,avg_episodic_length,collision_rate,per_episode_csv,actor_checkpoint
deep_sets_mean_max,12345,curriculum_stage_2_easy_overtake,50,full,,59.161782,81.4,0.9,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_single_stage2_full_20260504_201633\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_single_stage2_full_20260504_201633\checkpoint_actor.pth
