model,env_id,train_seed,config_name,eval_episodes,eval_type,eval_max_steps,avg_episodic_return,avg_episodic_length,collision_rate,lane_counts,eval_action_mode,safeguard_threshold,mc_samples,avg_uncertainty,avg_max_uncertainty,avg_activations_per_episode,avg_activation_rate,total_activations,per_episode_csv,actor_checkpoint
mlp_baseline,highway-v0,34567,highway_v0_stage_2_benchmark_v4,50,full,,473.177448,566.56,0.08,"{""0"": 12, ""1"": 21, ""2"": 17}",actor,,,,,,,,C:\Users\milke\groupCoursework\FYP\experiment_runs\highwayv0_v4_all_models_5x200k_20260509_094540\mlp_baseline\seed34567\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\highwayv0_v4_all_models_5x200k_20260509_094540\mlp_baseline\seed34567\checkpoint_actor.pth
