threshold,episode,seed,episodic_return,episodic_length,collided,avg_uncertainty,max_uncertainty,activation_count,activation_rate
0.0005,1,1000,31.35408982938711,45,True,0.00036408343011215847,0.0010218312963843346,10,0.2222222222222222
0.0005,2,1001,196.65587345360714,232,True,0.0003881709226246146,0.002079286379739642,63,0.27155172413793105
0.0005,3,1002,20.36237347435324,36,True,0.0003535803628741026,0.0008688110974617302,8,0.2222222222222222
0.0005,4,1003,36.840487993424965,55,True,0.00037157767986751753,0.0009635823662392795,14,0.2545454545454545
0.0005,5,1004,148.3292819028578,173,True,0.00036658295250236665,0.001729861251078546,41,0.23699421965317918
0.0005,6,1005,126.3084599887268,147,True,0.00040668111844807957,0.001491712173447013,43,0.2925170068027211
0.0005,7,1006,20.533278944598976,31,True,0.0003905170989098899,0.0016709850169718266,7,0.22580645161290322
0.0005,8,1007,36.35633892614505,53,True,0.0004202228462057768,0.0011329222470521927,19,0.3584905660377358
0.0005,9,1008,18.586533130502257,35,True,0.00033341910436450104,0.0013160296948626637,5,0.14285714285714285
0.0005,10,1009,82.1855380828347,111,True,0.0004259087039302743,0.0013183718547224998,34,0.3063063063063063
0.0005,11,1010,35.39466865963322,53,True,0.0003371315202835007,0.0013252748176455498,11,0.20754716981132076
0.0005,12,1011,32.79530959315994,43,True,0.00041533874663887113,0.0012440580176189542,15,0.3488372093023256
0.0005,13,1012,19.673614384982997,34,True,0.0004455087395506459,0.0012706819688901305,8,0.23529411764705882
0.0005,14,1013,215.48163819541173,254,True,0.0003900372175598395,0.0019086211686953902,64,0.25196850393700787
0.0005,15,1014,27.460396528905797,47,True,0.00036343838152614363,0.001055816188454628,10,0.2127659574468085
0.0005,16,1015,17.867582526278653,32,True,0.0002901302428881536,0.0008092793286778033,5,0.15625
0.0005,17,1016,16.66531432989611,31,True,0.0002752433879762858,0.0007217866950668395,4,0.12903225806451613
0.0005,18,1017,23.545512242452197,33,True,0.00035021789737970033,0.001058898982591927,6,0.18181818181818182
0.0005,19,1018,144.24414209445956,177,True,0.0003660212068339694,0.0012942005414515734,45,0.2542372881355932
0.0005,20,1019,20.249879318357582,37,True,0.00034514082575254644,0.001067252131178975,7,0.1891891891891892
0.0005,21,1020,113.63717118588616,138,True,0.0003955424091290679,0.0015222396468743682,33,0.2391304347826087
0.0005,22,1021,207.3497545149475,228,True,0.00038902920790294225,0.001426406786777079,62,0.2719298245614035
0.0005,23,1022,148.85056714364566,157,True,0.00040188136144760317,0.0015821960987523198,41,0.2611464968152866
0.0005,24,1023,89.54705688575291,102,True,0.00037523835665827693,0.0010312696686014533,33,0.3235294117647059
0.0005,25,1024,19.903387627140983,37,True,0.0004000557013126594,0.0011315314332023263,10,0.2702702702702703
0.0005,26,1025,31.243196037048122,49,True,0.0003642086436341241,0.0008495847578160465,12,0.24489795918367346
0.0005,27,1026,13.448742264151315,26,True,0.00030474137439831305,0.0008568146731704473,3,0.11538461538461539
0.0005,28,1027,16.97825770082267,31,True,0.00037116486419108696,0.0010406598448753357,8,0.25806451612903225
0.0005,29,1028,18.53993694370031,33,True,0.00039529356691866377,0.0012051771627739072,7,0.21212121212121213
0.0005,30,1029,12.993020973898425,26,True,0.0003054334478152808,0.0009626717073842883,3,0.11538461538461539
0.0005,31,1030,21.926240730468503,38,True,0.0003028525158553844,0.0009023454040288925,5,0.13157894736842105
0.0005,32,1031,76.7997500036385,115,True,0.00040041083938495317,0.0012226279359310865,31,0.26956521739130435
0.0005,33,1032,24.57601649796747,42,True,0.0004140130088975032,0.001114681945182383,16,0.38095238095238093
0.0005,34,1033,180.9183114448294,221,True,0.0003849775741680507,0.0011215775739401579,62,0.28054298642533937
0.0005,35,1034,15.925655291584446,31,True,0.00037115412370410686,0.0010542079107835889,6,0.1935483870967742
0.0005,36,1035,152.20623684700303,176,True,0.00040032154558130884,0.0018945966148748994,43,0.24431818181818182
0.0005,37,1036,16.314093263289074,30,True,0.0003035146478699365,0.0008411991293542087,5,0.16666666666666666
0.0005,38,1037,19.558758878013684,35,True,0.0003781720800491582,0.001266025472432375,11,0.3142857142857143
0.0005,39,1038,16.583707637711118,31,True,0.00040404375707317567,0.001256009447388351,10,0.3225806451612903
0.0005,40,1039,20.6329036585714,37,True,0.0003173517392054704,0.0009507033973932266,4,0.10810810810810811
0.0005,41,1040,51.654666055761304,65,True,0.0003541316038396102,0.001278467825613916,13,0.2
0.0005,42,1041,256.5552648576019,276,True,0.0003791077994746034,0.0017914288910105824,66,0.2391304347826087
0.0005,43,1042,157.3461366823013,188,True,0.00035644315712875626,0.0011889459565281868,40,0.2127659574468085
0.0005,44,1043,107.44304443421832,123,True,0.00032657906085364446,0.001142883556894958,24,0.1951219512195122
0.0005,45,1044,238.2273394335266,259,True,0.0003912067937162506,0.0013857377925887704,78,0.30115830115830117
0.0005,46,1045,92.92230347142903,112,True,0.0003710020998823893,0.0014584969030693173,26,0.23214285714285715
0.0005,47,1046,24.768896124974006,37,True,0.00038520633608788704,0.0008903112029656768,13,0.35135135135135137
0.0005,48,1047,188.26770386746892,215,True,0.0003387742825590215,0.0011226311326026917,42,0.19534883720930232
0.0005,49,1048,150.4333314917963,176,True,0.00038447456343378275,0.0011994520900771022,47,0.26704545454545453
0.0005,50,1049,39.05097780650305,53,True,0.0003410821501467649,0.0010639737593010068,11,0.20754716981132076
