iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4100,23.163842,15.350953,-0.00281,86.09
2,8199,26.616883,18.029697,-0.001167,83.07
3,12297,26.269231,17.851497,-0.00058,85.07
4,16407,31.136364,21.840061,-0.001587,69.27
5,20532,33.536585,23.88747,-0.000625,63.2
6,24628,28.84507,20.076673,-0.000654,61.76
7,28725,31.515385,22.623805,-0.000763,63.57
8,32836,31.143939,21.987836,-0.000474,66.5
9,36978,33.95082,23.874529,-0.000625,63.35
10,41084,33.933884,23.926399,-0.000689,59.44
11,45224,32.598425,23.086374,-0.00053,61.5
12,49323,39.038095,28.349879,-0.000557,61.01
13,53433,34.537815,24.546595,-0.000603,61.88
14,57542,36.362832,26.278791,-0.00023,61.65
15,61647,34.788136,25.002736,-0.000606,62.26
16,65786,39.04717,28.735512,-0.000548,61.28
17,69917,42.153061,30.864441,-0.000499,57.94
18,74031,37.743119,27.37,-0.000307,58.45
19,78131,36.283186,26.434159,-0.000247,57.6
20,82279,40.666667,29.930002,-0.000515,58.52
21,86407,40.470588,29.866126,-0.000445,58.89
22,90526,44.290323,32.791726,-0.000462,57.8
23,94629,44.11828,33.007746,-0.000309,56.63
24,98764,44.462366,32.943812,-0.000419,58.52
25,102885,47.367816,35.324282,-0.000419,59.26
