config_name,episodes,avg_episodic_return,avg_episodic_length,collision_rate,actor_checkpoint,load_missing_keys,load_unexpected_keys
curriculum_stage_3_mixed_traffic,50,122.80336827720444,150.58,0.86,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_vs_uncertainty_3seeds_20260430_173848_seed23456\deep_sets_mean_max_baseline\deep_sets_mean_max_baseline_actor.pth,[],[]
