model,train_seed,config_name,target_timesteps,iteration,timesteps_so_far,avg_episodic_return,avg_episodic_length,avg_raw_episodic_return,avg_loss,avg_critic_uncertainty,iteration_seconds,training_csv,actor_checkpoint,critic_checkpoint
uncertainty_penalty_lambda_0_05,23456,curriculum_stage_3_mixed_traffic,100000,25,103181,32.581,45.93,33.404,-0.00038,0.00298,127.53,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_penalty_lambda_sweep_2x100k_20260512_204554\lambda_0_05\seed23456\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_penalty_lambda_sweep_2x100k_20260512_204554\lambda_0_05\seed23456\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_penalty_lambda_sweep_2x100k_20260512_204554\lambda_0_05\seed23456\checkpoint_critic.pth
