model,train_seed,episode_index,eval_seed,episodic_return,episodic_length,collided,capped,terminated,truncated,scenario,eval_action_mode,safeguard_threshold,mc_samples,avg_uncertainty,max_uncertainty,activation_count,activation_rate
uncertainty_penalty_lambda_0_05,23456,1,1000,498.37670641803544,600,0,0,0,1,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,2,1001,497.7787648940073,600,0,0,0,1,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,3,1002,22.466816669863086,44,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,4,1003,36.79382092899068,47,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,5,1004,498.93766535646887,600,0,0,0,1,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,6,1005,103.923731042051,123,1,0,1,0,stay_best,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,7,1006,19.146975388426185,33,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,8,1007,499.5187006837926,600,0,0,0,1,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,9,1008,35.81145151844375,53,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,10,1009,194.57453514211034,246,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,11,1010,54.821149891237084,69,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,12,1011,499.2307252010639,600,0,0,0,1,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,13,1012,48.201386501293015,62,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,14,1013,38.38766009724655,48,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,15,1014,52.601541767001976,76,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,16,1015,23.95627359503149,39,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,17,1016,18.472569102172333,38,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,18,1017,154.58527792151534,187,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,19,1018,44.72117532625733,57,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,20,1019,26.87370239507014,47,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,21,1020,39.63953161214279,49,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,22,1021,38.80919057455511,47,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,23,1022,501.483341147986,600,0,0,0,1,stay_best,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,24,1023,282.7659509518328,339,1,0,1,0,stay_best,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,25,1024,25.583667074005497,48,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,26,1025,498.38588789673736,600,0,0,0,1,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,27,1026,18.24223481970362,30,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,28,1027,21.49845117519117,36,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,29,1028,20.307758550219166,40,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,30,1029,18.346475875663472,29,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,31,1030,28.900668928886507,49,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,32,1031,499.8530284261032,600,0,0,0,1,stay_best,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,33,1032,29.21287515505617,54,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,34,1033,499.5437944844683,600,0,0,0,1,stay_best,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,35,1034,18.67674593457287,39,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,36,1035,498.3945873146984,600,0,0,0,1,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,37,1036,21.40062140639688,35,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,38,1037,25.1715637080384,45,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,39,1038,20.323559492331253,35,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,40,1039,23.374304249420668,46,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,41,1040,455.35488280227287,556,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,42,1041,42.06858333863256,51,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,43,1042,42.90331694988282,53,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,44,1043,44.815605858980135,55,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,45,1044,497.8682866881207,600,0,0,0,1,stay_best,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,46,1045,41.11350181142597,50,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,47,1046,44.12335225169181,56,1,0,1,0,overtake_blocked,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,48,1047,35.178040063144735,43,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,49,1048,42.065240896663525,51,1,0,1,0,overtake_easy,actor,,,,,,
uncertainty_penalty_lambda_0_05,23456,50,1049,50.428097989062785,61,1,0,1,0,overtake_blocked,actor,,,,,,
