model,config,eval_type,episodes,max_steps,avg_episodic_length,avg_episodic_return,collision_rate,checkpoint
deep_sets_mean,curriculum_stage_3_mixed_traffic,capped,10,300,117.1,91.570036,0.8,C:\Users\milke\groupCoursework\FYP\Deep_sets_mean_model\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\deep_sets_mean_curriculum_final_actor.pth
deep_sets_mean,curriculum_stage_3_mixed_traffic,full,10,,210.3,169.228453,0.7,C:\Users\milke\groupCoursework\FYP\Deep_sets_mean_model\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\deep_sets_mean_curriculum_final_actor.pth
