iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4105,22.431694,14.886601,-0.001478,61.18
2,8220,25.091463,17.089399,-0.00089,55.18
3,12317,22.761111,15.055136,-0.001188,54.49
4,16430,23.774566,16.101428,-0.001116,54.31
5,20551,24.241176,16.484198,-0.00113,53.9
6,24692,26.375796,18.047479,-0.00053,52.73
7,28842,25.617284,17.598714,-0.001001,54.35
8,32975,25.20122,17.479823,-0.000934,52.31
9,37115,26.202532,17.970524,-0.001205,53.34
10,41244,27.164474,19.007454,-0.000865,53.85
11,45349,30.183824,21.427836,-0.001127,53.87
12,49463,30.701493,21.665641,-0.000981,52.06
13,53576,32.132812,22.571901,-0.001494,51.51
14,57686,30.444444,21.525646,-0.001555,52.36
15,61813,35.273504,25.570658,-0.001238,52.77
16,65930,32.417323,23.055737,-0.000963,53.94
17,70028,35.025641,24.813583,-0.000531,52.26
18,74128,38.679245,27.92061,-0.000917,52.04
19,78248,37.798165,27.41472,-0.000409,51.65
20,82352,43.659574,32.175331,-0.000647,58.87
21,86451,39.038095,28.366904,-0.00137,63.29
22,90580,44.397849,32.961888,-3.5e-05,63.32
23,94680,43.157895,31.605412,-0.000532,61.22
24,98779,49.385542,36.791075,-0.000899,62.05
25,102972,41.93,30.758687,-0.00087,76.11
