model,env_id,train_seed,config_name,target_timesteps,iteration,timesteps_so_far,avg_episodic_return,avg_episodic_length,avg_loss,iteration_seconds,training_csv,actor_checkpoint,critic_checkpoint
uncertainty2_self_attention_threshold,highway-v0,23456,highway_v0_stage_2_benchmark_v4,100000,25,103216,136.886,165.44,-0.00136,130.51,C:\Users\milke\groupCoursework\FYP\experiment_runs\uncertainty2_self_attention_highwayv0_v4_3run_100k_20260511_192540\uncertainty2_self_attention_threshold\seed23456\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\uncertainty2_self_attention_highwayv0_v4_3run_100k_20260511_192540\uncertainty2_self_attention_threshold\seed23456\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\uncertainty2_self_attention_highwayv0_v4_3run_100k_20260511_192540\uncertainty2_self_attention_threshold\seed23456\checkpoint_critic.pth
