iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4107,11.504202,6.01427,-0.003738,62.71
2,8209,12.208333,6.5181,-0.003807,66.67
3,12305,12.641975,6.769485,-0.003843,86.15
4,16401,13.003175,7.053004,-0.003489,75.2
5,20499,15.066176,8.727484,-0.00371,72.11
6,24605,15.151292,8.671673,-0.003409,65.4
7,28728,16.042802,9.23295,-0.003608,60.22
8,32828,16.532258,9.754296,-0.002753,59.63
9,36936,19.377358,11.900791,-0.003032,59.15
10,41034,20.49,12.529496,-0.002683,59.56
11,45144,22.096774,14.032517,-0.00241,62.72
12,49263,23.140449,14.653019,-0.001615,60.54
13,53376,24.337278,15.458394,-0.001631,62.71
14,57472,22.505495,14.0873,-0.000983,61.63
15,61577,29.746377,19.841605,-0.00037,60.78
16,65677,28.671329,19.291859,-0.000306,60.17
17,69838,29.097902,19.415221,-0.00036,62.13
18,73947,32.354331,21.722879,-0.000518,63.31
19,78046,28.465278,18.906586,-0.000616,58.39
20,82161,27.251656,17.909132,-0.000561,58.13
21,86307,32.390625,22.201659,-0.000682,52.52
22,90409,35.362069,24.67514,-0.000466,57.79
23,94513,27.178808,17.79498,-0.000728,53.12
24,98611,34.436975,24.243455,-0.000618,53.33
25,102727,35.482759,24.973621,-0.000342,55.34
