model,config,eval_type,episodes,max_steps,avg_episodic_length,avg_episodic_return,collision_rate,checkpoint
deep_sets_mean_max,curriculum_stage_3_mixed_traffic,capped,10,300,199.4,161.046424,0.4,C:\Users\milke\groupCoursework\FYP\mean+max\curriculum_artifacts\stage3_only_all_models_100k_20260424_101952\checkpoints\deep_sets_mean_max_curriculum_final_actor.pth
deep_sets_mean_max,curriculum_stage_3_mixed_traffic,full,10,,407.0,332.745487,0.5,C:\Users\milke\groupCoursework\FYP\mean+max\curriculum_artifacts\stage3_only_all_models_100k_20260424_101952\checkpoints\deep_sets_mean_max_curriculum_final_actor.pth
