iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4105,15.374532,9.39286,-0.005494,79.11
2,8205,18.061674,11.522189,-0.004911,85.12
3,12305,21.243523,13.872223,-0.005066,79.11
4,16451,23.292135,15.602372,-0.002628,76.78
5,20557,28.317241,19.559352,-0.003706,40022.59
6,24669,28.555556,20.000791,-0.003762,77.44
7,28842,33.926829,24.699714,-0.002457,72.54
8,32949,39.490385,29.077409,-0.003106,69.12
9,37107,43.768421,32.974844,-0.001507,68.9
10,41237,46.404494,34.678123,-0.002323,71.56
11,45338,52.576923,39.842887,-0.001718,65.49
12,49546,66.793651,52.616188,-0.001074,67.36
13,53865,78.527273,62.577384,-0.001184,69.85
14,58007,70.20339,54.478282,-0.001212,72.41
15,62124,79.173077,61.360091,-0.000453,76.63
16,66225,85.4375,67.895851,-0.000132,81.93
17,70392,85.040816,68.237455,-0.001517,78.03
18,74569,116.027778,91.951125,-0.001295,86.2
19,78693,105.74359,83.580082,-0.000418,50.49
20,82846,115.361111,93.939738,-0.001672,92.36
21,86949,100.073171,78.560177,0.000178,84.3
22,91236,158.777778,130.107992,-0.000555,81.65
23,95356,121.176471,96.967436,-0.000329,84.02
24,99614,106.45,84.456595,-0.000998,83.43
25,103747,111.702703,89.058922,-0.000286,94.43
