iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4108,23.745665,16.091504,-0.003114,59.11
2,8212,25.177914,17.318627,-0.002068,59.47
3,12337,24.264706,16.648165,-0.00096,58.71
4,16455,26.397436,18.433707,-0.000533,59.02
5,20593,24.485207,16.989891,-0.000873,59.56
6,24692,28.465278,20.249074,-0.001024,59.06
7,28792,28.275862,20.015898,-0.000645,61.59
8,32912,31.450382,22.866848,-0.000567,64.0
9,37027,29.392857,20.870624,-0.000568,59.46
10,41163,30.411765,21.873886,-0.000791,59.44
11,45292,30.813433,21.80576,-0.000502,58.32
12,49424,28.895105,20.302088,-0.000471,57.6
13,53548,29.884058,21.367115,-0.000752,57.65
14,57671,31.234848,22.591815,-0.000607,58.89
15,61793,34.932203,25.904073,-0.000829,57.83
16,65892,34.445378,25.538386,-0.000876,56.15
17,70031,33.92623,24.543856,-0.000342,58.99
18,74161,38.240741,28.108389,-0.000673,58.37
19,78380,38.354545,28.316645,-0.000498,60.5
20,82492,37.045045,27.343277,-0.000354,57.81
21,86595,36.309735,26.715071,-0.000385,56.78
22,90696,37.281818,27.394389,-0.000507,58.33
23,94827,41.31,30.06846,-0.000504,59.66
24,98931,38.716981,28.419449,-0.000565,60.28
25,103062,40.5,30.005271,-0.000431,58.16
