model,env_id,base_config_name,config_variant,ego_start_lane_policy,runs,train_seeds,eval_episodes_per_run,total_eval_episodes,avg_final_training_return,avg_final_training_length,avg_of_eval_avg_episodic_return,avg_of_eval_avg_episodic_length,avg_collision_rate,per_run_summary
deep_sets_mean,continuous-spawn-highway-v0,curriculum_stage_2_easy_overtake,curriculum_stage_2_easy_overtake_lite,random,5,12345;23456;34567;45678;56789,50,250,31.095976,42.01786,158.329516,194.652,0.712,C:\Users\milke\groupCoursework\FYP\experiment_runs\deepsets_mean_continuous_stage2_lite_5run_100k_20260510_122548\per_run_summary.csv
