iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4098,11.446927,6.401287,-0.008611,76.22
2,8210,13.13738,7.8183,-0.003117,72.72
3,12332,15.853846,10.027047,-0.006241,70.98
4,16428,19.230047,12.669281,-0.003712,68.06
5,20539,21.190722,14.107375,-0.003551,68.33
6,24642,24.422619,16.742152,-0.003144,67.84
7,28770,25.962264,18.504669,-0.001626,68.14
8,32886,28.191781,20.455394,-0.001896,70.04
9,36998,31.875969,23.397448,-0.002525,70.66
10,41097,32.275591,23.510273,-0.001894,69.91
11,45218,36.794643,27.972143,-0.001161,72.06
12,49332,33.721311,24.859433,-0.002068,74.31
13,53473,36.646018,27.505337,-0.000948,71.84
14,57593,40.392157,30.641913,-0.001825,71.18
15,61692,40.584158,30.801471,-0.002283,67.89
16,65814,44.804348,35.204726,-0.000408,66.76
17,69950,40.950495,30.677047,-0.001655,67.6
18,74143,46.076923,36.174733,-0.000483,68.88
19,78265,52.177215,42.05923,-0.000156,66.44
20,82368,46.101124,36.272424,-0.000624,66.85
21,86504,44.0,34.264533,-0.001385,66.82
22,90608,48.857143,38.386948,-0.000923,69.37
23,94724,48.423529,38.501159,-0.000685,68.59
24,98825,47.137931,37.692399,-0.000255,67.86
25,102950,47.413793,37.619734,-0.000163,70.28
