model,env_id,train_seed,config_name,eval_episodes,eval_type,eval_max_steps,avg_episodic_return,avg_episodic_length,collision_rate,lane_counts,eval_action_mode,safeguard_threshold,mc_samples,avg_uncertainty,avg_max_uncertainty,avg_activations_per_episode,avg_activation_rate,total_activations,per_episode_csv,actor_checkpoint
uncertainty2_self_attention_threshold,highway-v0,34567,highway_v0_stage_2_benchmark_v4,50,full,,492.279386,590.04,0.02,"{""0"": 12, ""1"": 21, ""2"": 17}",safeguarded,0.001,5,0.00203611,0.01244913,416.24,0.70610196,20812,C:\Users\milke\groupCoursework\FYP\experiment_runs\uncertainty2_self_attention_highwayv0_v4_3run_100k_20260511_192540\uncertainty2_self_attention_threshold\seed34567\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\uncertainty2_self_attention_highwayv0_v4_3run_100k_20260511_192540\uncertainty2_self_attention_threshold\seed34567\checkpoint_actor.pth
