model,env_id,train_seed,config_name,target_timesteps,iteration,timesteps_so_far,avg_episodic_return,avg_episodic_length,avg_loss,iteration_seconds,training_csv,actor_checkpoint,critic_checkpoint
uncertainty2_self_attention_threshold,highway-v0,34567,highway_v0_stage_2_benchmark_v4,100000,25,103951,231.744,277.8,9e-05,132.06,C:\Users\milke\groupCoursework\FYP\experiment_runs\uncertainty2_self_attention_highwayv0_v4_3run_100k_20260511_192540\uncertainty2_self_attention_threshold\seed34567\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\uncertainty2_self_attention_highwayv0_v4_3run_100k_20260511_192540\uncertainty2_self_attention_threshold\seed34567\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\uncertainty2_self_attention_highwayv0_v4_3run_100k_20260511_192540\uncertainty2_self_attention_threshold\seed34567\checkpoint_critic.pth
