iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4098,19.421801,11.717286,-0.001633,62.66
2,8210,20.457711,12.795481,-0.001341,62.05
3,12313,21.149485,13.343446,-0.001222,61.13
4,16439,21.268041,13.42492,-0.001096,61.78
5,20542,23.58046,15.171323,-0.000889,62.86
6,24649,22.080645,13.889219,-0.000868,61.92
7,28746,23.146893,14.785874,-0.000792,61.59
8,32848,23.848837,15.372075,-0.000692,61.07
9,36960,26.358974,17.142377,-0.000368,61.65
10,41070,24.176471,15.928068,-0.000487,64.71
11,45195,23.706897,15.601259,-0.000462,71.13
12,49324,23.067039,14.887439,-0.000421,60.44
13,53434,26.178344,17.513336,-0.000557,56.34
14,57533,25.459627,16.958475,-0.000467,56.08
15,61670,27.217105,18.42955,-0.00043,57.95
16,65810,26.369427,17.489829,-0.000663,56.77
17,69908,25.296296,16.84502,-0.000623,58.26
18,74050,27.25,18.514771,-0.000426,64.71
19,78158,28.331034,19.268133,-0.000861,66.56
20,82254,31.507692,21.866233,-0.000652,64.76
21,86356,30.842105,21.561621,-0.000495,64.65
22,90452,32.768,23.32469,-0.000674,64.81
23,94561,33.137097,23.493939,-0.000533,65.08
24,98665,30.857143,21.555621,-0.000574,65.4
25,102841,33.677419,23.805032,-0.000596,67.22
