iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4112,30.459259,21.536114,-0.000956,91.69
2,8236,29.884058,20.994513,-0.000949,89.03
3,12341,26.830065,18.63132,-0.000937,75.7
4,16448,28.324138,19.981874,-0.001052,73.62
5,20544,27.863946,19.692765,-0.000546,75.08
6,24672,28.273973,20.049518,-0.000796,95.57
7,28780,28.331034,20.037891,-0.000775,94.66
8,32877,30.574627,22.135933,-0.000376,94.06
9,36987,34.830508,25.606885,-0.000559,93.26
10,41106,32.952,24.36601,-0.000716,96.15
11,45213,33.390244,24.295601,-0.001292,91.76
12,49336,34.07438,25.041649,-0.00039,81.5
13,53442,36.017544,26.74651,-0.000555,75.78
14,57547,36.008772,26.245726,-0.000612,71.78
15,61672,41.25,31.038919,-9.5e-05,70.22
16,65793,42.484536,32.248587,-0.000774,71.32
17,69920,39.682692,29.73207,-0.000345,69.77
18,74037,38.12037,28.382585,-0.000433,70.99
19,78182,40.242718,29.731641,-0.000538,73.13
20,82320,42.659794,31.709952,-0.000323,77.44
21,86451,47.482759,36.58271,-0.000418,72.4
22,90674,44.452632,33.451058,-0.000592,79.1
23,94783,46.693182,35.025859,-0.000361,79.55
24,98899,44.258065,33.430949,-0.000366,77.23
25,103046,44.591398,33.04395,-0.000361,93.45
