iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4107,24.158824,15.770166,-0.003912,50.4
2,8218,25.534161,16.627277,-0.000906,51.09
3,12332,24.05848,15.398582,-0.000283,50.56
4,16434,25.165644,16.726318,-0.001647,50.74
5,20551,28.79021,19.613812,-0.000481,50.25
6,24648,25.134969,16.341567,-0.000484,50.96
7,28762,25.874214,17.089014,-0.000502,50.72
8,32882,27.105263,17.849996,-0.000623,51.01
9,36995,26.882353,17.511826,-0.001047,50.6
10,41105,27.959184,18.755838,-0.000232,51.85
11,45202,25.447205,16.749792,-0.000885,50.0
12,49302,27.891156,18.369117,-0.000605,52.65
13,53423,28.034014,18.387903,-0.000376,56.1
14,57532,28.93662,19.581801,-0.00048,50.13
15,61634,27.904762,18.525859,-0.000856,49.45
16,65742,32.346457,22.337266,-0.000741,48.86
17,69864,34.066116,23.785859,-0.000212,53.53
18,73962,31.282443,21.042687,-0.000568,66.13
19,78102,29.784173,19.864029,-0.000975,60.33
20,82204,31.075758,20.986243,-0.000284,52.38
21,86347,32.367188,21.615568,-0.000622,50.37
22,90473,34.099174,23.547227,-0.000398,51.43
23,94575,32.816,22.044523,-0.000214,51.3
24,98729,31.709924,21.417739,-0.000286,52.5
25,102837,34.813559,24.183306,-0.000364,56.33
