model,train_seed,episode_index,eval_seed,episodic_return,episodic_length,collided,capped,terminated,truncated,scenario,eval_action_mode,safeguard_threshold,mc_samples,avg_uncertainty,max_uncertainty,activation_count,activation_rate
uncertainty2_self_attention_threshold,23456,1,1000,41.03927537377092,50,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003712846044218168,0.013972755521535873,46,0.92
uncertainty2_self_attention_threshold,23456,2,1001,40.585249256767376,49,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003375249522814185,0.016119787469506264,45,0.9183673469387755
uncertainty2_self_attention_threshold,23456,3,1002,31.439557703457652,53,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.005293224246860569,0.033468231558799744,51,0.9622641509433962
uncertainty2_self_attention_threshold,23456,4,1003,47.541150535934975,57,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.004476678604668562,0.02682884968817234,54,0.9473684210526315
uncertainty2_self_attention_threshold,23456,5,1004,40.88850931022419,49,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003330086196038625,0.011774051003158092,45,0.9183673469387755
uncertainty2_self_attention_threshold,23456,6,1005,441.06904448251794,525,0,0,0,1,stay_best,safeguarded,0.0005,5,0.0038516976477140337,0.024485521018505096,500,0.9523809523809523
uncertainty2_self_attention_threshold,23456,7,1006,26.809600979964376,40,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.005024774425874057,0.024687359109520912,36,0.9
uncertainty2_self_attention_threshold,23456,8,1007,48.33722962404208,58,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.003377166929943808,0.028979051858186722,56,0.9655172413793104
uncertainty2_self_attention_threshold,23456,9,1008,24.907263286982598,44,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.004177139991952572,0.029950065538287163,42,0.9545454545454546
uncertainty2_self_attention_threshold,23456,10,1009,437.6901731110481,525,0,0,0,1,overtake_easy,safeguarded,0.0005,5,0.0041286580384188535,0.025868568569421768,499,0.9504761904761905
uncertainty2_self_attention_threshold,23456,11,1010,434.3902273450659,525,0,0,0,1,overtake_easy,safeguarded,0.0005,5,0.004034701787154301,0.02908427082002163,494,0.940952380952381
uncertainty2_self_attention_threshold,23456,12,1011,437.55880043107555,525,0,0,0,1,overtake_easy,safeguarded,0.0005,5,0.003950068754437823,0.03257472440600395,492,0.9371428571428572
uncertainty2_self_attention_threshold,23456,13,1012,44.41655131653071,53,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0031083043611702895,0.014872108586132526,50,0.9433962264150944
uncertainty2_self_attention_threshold,23456,14,1013,48.785535776913825,59,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003146712375228625,0.016617875546216965,54,0.9152542372881356
uncertainty2_self_attention_threshold,23456,15,1014,49.6433599776689,75,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0032068643142702056,0.010188590735197067,66,0.88
uncertainty2_self_attention_threshold,23456,16,1015,29.065935275603188,47,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003170342762190403,0.015086214989423752,39,0.8297872340425532
uncertainty2_self_attention_threshold,23456,17,1016,27.29532862383708,47,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0039555141002563955,0.018759675323963165,46,0.9787234042553191
uncertainty2_self_attention_threshold,23456,18,1017,48.40834949192023,61,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.004139660785693225,0.03362654522061348,57,0.9344262295081968
uncertainty2_self_attention_threshold,23456,19,1018,99.21946894316054,122,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0036379622588207042,0.014852211810648441,113,0.9262295081967213
uncertainty2_self_attention_threshold,23456,20,1019,33.46631849841882,55,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003161224286701657,0.017658917233347893,51,0.9272727272727272
uncertainty2_self_attention_threshold,23456,21,1020,45.96239885155814,55,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.004056180114011196,0.019873224198818207,54,0.9818181818181818
uncertainty2_self_attention_threshold,23456,22,1021,49.1135660320284,59,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003881332425053342,0.018517298623919487,56,0.9491525423728814
uncertainty2_self_attention_threshold,23456,23,1022,439.2921958913027,525,0,0,0,1,stay_best,safeguarded,0.0005,5,0.003623316872995236,0.02987605705857277,492,0.9371428571428572
uncertainty2_self_attention_threshold,23456,24,1023,437.77614904279113,525,0,0,0,1,stay_best,safeguarded,0.0005,5,0.0037481828265957854,0.05804936960339546,489,0.9314285714285714
uncertainty2_self_attention_threshold,23456,25,1024,35.50305452734046,57,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0038655758258404633,0.02714427001774311,55,0.9649122807017544
uncertainty2_self_attention_threshold,23456,26,1025,43.39987612287606,52,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003087213300134933,0.01080858800560236,49,0.9423076923076923
uncertainty2_self_attention_threshold,23456,27,1026,19.598744016578948,35,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.004406343286973424,0.017543792724609375,31,0.8857142857142857
uncertainty2_self_attention_threshold,23456,28,1027,24.42839568036731,42,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003075842123680992,0.014531111344695091,37,0.8809523809523809
uncertainty2_self_attention_threshold,23456,29,1028,26.529907756683773,45,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003869610379398283,0.012257791124284267,44,0.9777777777777777
uncertainty2_self_attention_threshold,23456,30,1029,19.203100858467486,35,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.002652789226184333,0.011137695051729679,32,0.9142857142857143
uncertainty2_self_attention_threshold,23456,31,1030,33.696235436306665,56,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003259256335565754,0.03329329565167427,52,0.9285714285714286
uncertainty2_self_attention_threshold,23456,32,1031,437.3814731958516,525,0,0,0,1,stay_best,safeguarded,0.0005,5,0.004176375642467368,0.03437253460288048,494,0.940952380952381
uncertainty2_self_attention_threshold,23456,33,1032,43.15854608161429,68,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0031631324052475117,0.014125059358775616,63,0.9264705882352942
uncertainty2_self_attention_threshold,23456,34,1033,38.24388599140316,62,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.004471536331684254,0.029333634302020073,57,0.9193548387096774
uncertainty2_self_attention_threshold,23456,35,1034,25.104676839865338,44,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0034320603269655044,0.019070828333497047,38,0.8636363636363636
uncertainty2_self_attention_threshold,23456,36,1035,437.3099624789156,525,0,0,0,1,overtake_easy,safeguarded,0.0005,5,0.0037223842612972174,0.03626032918691635,484,0.9219047619047619
uncertainty2_self_attention_threshold,23456,37,1036,24.672551066865854,43,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.004100372580280744,0.016988787800073624,41,0.9534883720930233
uncertainty2_self_attention_threshold,23456,38,1037,30.89328197413131,52,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.00413212045756294,0.013103206641972065,51,0.9807692307692307
uncertainty2_self_attention_threshold,23456,39,1038,26.55520795191852,46,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0037071166418330827,0.01623622141778469,46,1.0
uncertainty2_self_attention_threshold,23456,40,1039,48.00249861059028,67,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0033059112539553124,0.011091437190771103,61,0.9104477611940298
uncertainty2_self_attention_threshold,23456,41,1040,49.026964402762225,59,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0036673536297265378,0.01961989887058735,58,0.9830508474576272
uncertainty2_self_attention_threshold,23456,42,1041,46.558340200379945,58,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0039587291970559005,0.015786252915859222,54,0.9310344827586207
uncertainty2_self_attention_threshold,23456,43,1042,49.26368018820183,61,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003511375791276805,0.021095717325806618,58,0.9508196721311475
uncertainty2_self_attention_threshold,23456,44,1043,45.79048880255838,57,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.003658186066834452,0.01617642119526863,51,0.8947368421052632
uncertainty2_self_attention_threshold,23456,45,1044,45.89136001867882,56,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.004601676782060947,0.022010963410139084,56,1.0
uncertainty2_self_attention_threshold,23456,46,1045,46.30086932430609,55,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.004589021191085604,0.023355156183242798,55,1.0
uncertainty2_self_attention_threshold,23456,47,1046,47.69043307254622,61,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.003453253588990354,0.017725178971886635,58,0.9508196721311475
