model,train_seed,episode_index,eval_seed,episodic_return,episodic_length,collided,capped,terminated,truncated,scenario
mlp_baseline,34567,1,1000,441.36925911384026,525,0,0,0,1,overtake_easy
mlp_baseline,34567,2,1001,303.8974142056023,352,1,0,1,0,overtake_easy
mlp_baseline,34567,3,1002,30.740150485889156,46,1,0,1,0,overtake_easy
mlp_baseline,34567,4,1003,46.54418297575752,54,1,0,1,0,overtake_easy
mlp_baseline,34567,5,1004,451.112797636391,525,0,0,0,1,overtake_easy
mlp_baseline,34567,6,1005,181.82586368820313,203,1,0,1,0,stay_best
mlp_baseline,34567,7,1006,227.70736719819342,281,1,0,1,0,overtake_easy
mlp_baseline,34567,8,1007,448.20111485416425,525,0,0,0,1,overtake_blocked
mlp_baseline,34567,9,1008,27.621539810656362,39,1,0,1,0,overtake_blocked
mlp_baseline,34567,10,1009,443.054937595793,525,0,0,0,1,overtake_easy
mlp_baseline,34567,11,1010,244.49421299125865,294,1,0,1,0,overtake_easy
mlp_baseline,34567,12,1011,188.3105182155281,220,1,0,1,0,overtake_easy
mlp_baseline,34567,13,1012,449.9854773464776,525,0,0,0,1,overtake_easy
mlp_baseline,34567,14,1013,49.91311054260261,58,1,0,1,0,overtake_easy
mlp_baseline,34567,15,1014,39.499260475993424,60,1,0,1,0,overtake_easy
mlp_baseline,34567,16,1015,31.756898969709276,42,1,0,1,0,overtake_easy
mlp_baseline,34567,17,1016,28.25098185637286,42,1,0,1,0,overtake_easy
mlp_baseline,34567,18,1017,85.63403003282886,103,1,0,1,0,overtake_blocked
mlp_baseline,34567,19,1018,139.7474193360414,168,1,0,1,0,overtake_easy
mlp_baseline,34567,20,1019,30.172119722036282,47,1,0,1,0,overtake_easy
mlp_baseline,34567,21,1020,453.3785370039055,525,0,0,0,1,overtake_easy
mlp_baseline,34567,22,1021,453.5553579244753,525,0,0,0,1,overtake_easy
mlp_baseline,34567,23,1022,118.7822574494967,141,1,0,1,0,stay_best
mlp_baseline,34567,24,1023,51.966533672653,63,1,0,1,0,stay_best
mlp_baseline,34567,25,1024,36.6747845736974,47,1,0,1,0,overtake_easy
mlp_baseline,34567,26,1025,450.0956540198799,525,0,0,0,1,overtake_easy
mlp_baseline,34567,27,1026,24.062257666514594,32,1,0,1,0,overtake_easy
mlp_baseline,34567,28,1027,27.91973076141599,38,1,0,1,0,overtake_easy
mlp_baseline,34567,29,1028,28.18795614389375,41,1,0,1,0,overtake_easy
mlp_baseline,34567,30,1029,23.67853518025199,33,1,0,1,0,overtake_blocked
mlp_baseline,34567,31,1030,33.90041812154784,48,1,0,1,0,overtake_easy
mlp_baseline,34567,32,1031,448.9262306569142,525,0,0,0,1,stay_best
mlp_baseline,34567,33,1032,36.68214299779947,55,1,0,1,0,overtake_easy
mlp_baseline,34567,34,1033,34.64416323534715,52,1,0,1,0,overtake_blocked
mlp_baseline,34567,35,1034,23.806340441813184,41,1,0,1,0,overtake_easy
mlp_baseline,34567,36,1035,47.65855874679302,57,1,0,1,0,overtake_easy
mlp_baseline,34567,37,1036,22.563964864641758,38,1,0,1,0,overtake_blocked
mlp_baseline,34567,38,1037,30.09566631519692,45,1,0,1,0,overtake_easy
mlp_baseline,34567,39,1038,27.28345936810508,44,1,0,1,0,overtake_easy
mlp_baseline,34567,40,1039,46.35639724031845,55,1,0,1,0,overtake_easy
mlp_baseline,34567,41,1040,43.21200254365981,50,1,0,1,0,overtake_easy
mlp_baseline,34567,42,1041,46.81407688289709,54,1,0,1,0,overtake_easy
mlp_baseline,34567,43,1042,43.9222048318573,51,1,0,1,0,overtake_easy
mlp_baseline,34567,44,1043,91.99569630177896,117,1,0,1,0,overtake_easy
mlp_baseline,34567,45,1044,243.406593276013,289,1,0,1,0,overtake_blocked
mlp_baseline,34567,46,1045,47.47705109000508,55,1,0,1,0,overtake_easy
mlp_baseline,34567,47,1046,47.470632040545,66,1,0,1,0,overtake_blocked
mlp_baseline,34567,48,1047,448.8161212068235,525,0,0,0,1,overtake_easy
mlp_baseline,34567,49,1048,75.78067789213661,99,1,0,1,0,overtake_easy
mlp_baseline,34567,50,1049,317.9746370426338,390,1,0,1,0,overtake_easy
