model_label,display_name,runs,sources,avg_train_return,avg_train_length,avg_eval_return,avg_eval_length,collision_rate
basic_mlp,Basic MLP,3,original_20260424;repeat_20260512_seed12345;repeat_20260512_seed23456,23.502584666666667,34.09574533333333,150.74893033333333,187.75333333333333,0.7000000000000001
deep_sets_mean,Deep Sets mean,3,original_20260424;repeat_20260512_seed12345;repeat_20260512_seed23456,29.949797666666665,41.90506466666667,163.50928933333333,204.18666666666664,0.7799999999999999
deep_sets_mean_max,Deep Sets mean+max,3,original_20260424;repeat_20260512_seed12345;repeat_20260512_seed23456,28.419431,40.12781733333333,181.96013200000002,225.75333333333333,0.7333333333333333
self_attention,Self-attention,3,original_20260424;repeat_20260512_seed12345;repeat_20260512_seed23456,63.227406,80.81611733333334,136.314478,170.12666666666667,0.86
