model_label,display_name,train_seed,episode_index,eval_seed,episodic_return,episodic_length,collided,capped,terminated,truncated,scenario
deep_sets_mean_max,Deep Sets mean+max,12345,9,1008,37.84817125026851,62,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,10,1009,496.484956596957,600,0,0,0,1,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,11,1010,63.69276028452685,85,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,12,1011,497.5611868795861,600,0,0,0,1,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,13,1012,47.8734180118103,61,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,14,1013,45.954626254124165,59,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,15,1014,77.99153262763821,110,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,16,1015,20.72588466994321,43,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,17,1016,21.015135979887315,43,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,18,1017,496.1900131609588,600,0,0,0,1,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,19,1018,496.8589909065842,600,0,0,0,1,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,20,1019,37.53824740076702,58,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,21,1020,43.215789739441774,54,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,22,1021,44.71607247940018,55,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,23,1022,483.75072417985973,580,1,0,1,0,stay_best
deep_sets_mean_max,Deep Sets mean+max,12345,24,1023,500.22900998284894,600,0,0,0,1,stay_best
deep_sets_mean_max,Deep Sets mean+max,12345,25,1024,38.23576384536974,63,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,26,1025,498.00119868081555,600,0,0,0,1,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,27,1026,14.136743869003146,32,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,28,1027,18.681462226039837,40,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,29,1028,21.87270149251509,45,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,30,1029,13.394534994384587,31,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,31,1030,33.75984033151946,60,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,32,1031,499.42019209431993,600,0,0,0,1,stay_best
deep_sets_mean_max,Deep Sets mean+max,12345,33,1032,41.71889571900479,70,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,34,1033,499.2044316363133,600,0,0,0,1,stay_best
deep_sets_mean_max,Deep Sets mean+max,12345,35,1034,22.311281697836254,44,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,36,1035,105.53430467870454,132,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,37,1036,17.519905059760955,38,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,38,1037,28.458596314974432,53,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,39,1038,18.257094190853294,39,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,40,1039,28.906715999153754,54,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,41,1040,53.22845077602847,67,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,42,1041,498.96101232813675,600,0,0,0,1,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,43,1042,363.9231263754882,454,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,44,1043,55.18348821511167,71,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,45,1044,241.5896044466318,295,1,0,1,0,stay_best
deep_sets_mean_max,Deep Sets mean+max,12345,46,1045,499.2475971122416,600,0,0,0,1,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,47,1046,51.09577556807838,65,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,12345,48,1047,55.01135221523024,69,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,49,1048,148.33114791594613,182,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,12345,50,1049,47.47437857718631,59,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,23456,1,1000,72.64528948742976,91,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,23456,2,1001,496.7042501475478,600,0,0,0,1,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,23456,3,1002,23.145809911363976,40,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,23456,4,1003,36.878057943380256,45,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,23456,5,1004,317.76493915535804,379,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,23456,6,1005,504.88092154573553,600,0,0,0,1,stay_best
deep_sets_mean_max,Deep Sets mean+max,23456,7,1006,20.59731021197286,31,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,23456,8,1007,86.43075099536564,105,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,23456,9,1008,26.45056204824464,40,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,23456,10,1009,298.6981404417805,370,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,23456,11,1010,40.69449960904468,55,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,23456,12,1011,356.5334792165652,434,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,23456,13,1012,30.049447613943933,42,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,23456,14,1013,35.66470966986384,43,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,23456,15,1014,38.459286591682115,56,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,23456,16,1015,24.790552699486692,36,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,23456,17,1016,21.995088324365394,34,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,23456,18,1017,51.58020803602697,62,1,0,1,0,overtake_blocked
deep_sets_mean_max,Deep Sets mean+max,23456,19,1018,40.56336418581266,48,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,23456,20,1019,26.520578935438888,42,1,0,1,0,overtake_easy
deep_sets_mean_max,Deep Sets mean+max,23456,21,1020,40.22873238269623,49,1,0,1,0,overtake_easy
