iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4121,19.8125,12.941473,-0.003092,100.33
2,8241,22.513661,15.068705,-0.001995,86.58
3,12339,22.271739,14.893246,-0.001334,85.46
4,16453,22.480874,15.036334,-0.00025,82.98
5,20550,24.1,16.490968,-0.000818,90.06
6,24680,23.465909,15.774219,-0.001425,84.84
7,28777,26.777778,18.448383,-0.000832,81.95
8,32874,26.432258,18.143587,-0.000522,84.58
9,36975,25.792453,17.561955,-0.000726,86.57
10,41072,24.386905,16.58143,-0.000911,84.28
11,45191,27.278146,19.110997,-0.000831,83.55
12,49310,26.921569,18.645844,-0.000616,83.72
13,53408,28.657343,20.127556,-0.000538,83.84
14,57545,31.340909,22.35592,-0.000651,89.71
15,61649,29.956204,21.398513,-0.001002,90.44
16,65772,31.234848,22.557955,-0.000512,84.68
17,69915,37.663636,27.618719,-0.000841,83.9
18,74030,31.899225,23.288405,-0.000469,81.71
19,78144,33.447154,24.227041,-0.000655,82.94
20,82255,32.626984,23.866932,-0.001339,83.46
21,86354,34.737288,25.288755,-0.00065,85.07
22,90451,34.428571,24.894968,-0.000305,82.74
23,94560,33.958678,24.914569,-0.000521,83.02
24,98679,36.451327,26.72556,-0.00062,82.44
25,102790,38.420561,28.583509,-0.000598,88.53
