iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4118,12.949686,7.04241,-0.003054,35.63
2,8215,14.127586,7.936251,-0.003122,31.14
3,12320,14.713262,8.344478,-0.00266,29.75
4,16417,15.174074,8.629592,-0.002679,29.58
5,20517,16.872428,9.856125,-0.002498,29.48
6,24615,17.364407,10.358948,-0.002114,28.83
7,28715,19.069767,11.83373,-0.002363,28.52
8,32817,18.394619,11.127649,-0.001983,29.42
9,36928,21.300518,13.364389,-0.00161,28.41
10,41041,21.87766,13.853376,-0.001343,28.58
11,45139,21.015385,12.914358,-0.001056,30.3
12,49238,24.39881,15.679379,-0.000709,28.68
13,53357,22.756906,14.570056,-0.000585,28.68
14,57454,22.761111,14.574656,-0.000374,28.56
15,61556,24.416667,16.079496,-0.000344,28.14
16,65658,25.798742,17.037622,-0.000278,28.43
17,69767,23.214689,14.974437,-0.000451,28.26
18,73876,24.313609,15.820772,-0.000463,28.56
19,77993,27.817568,18.882626,-0.000427,28.09
20,82090,25.447205,16.708078,-0.000415,27.94
21,86194,28.901408,19.457605,-0.000325,28.42
22,90311,29.407143,20.466146,-0.000392,28.34
23,94418,25.042683,16.462053,-0.000692,28.24
24,98517,26.79085,17.79355,-0.000558,28.24
25,102716,30.208633,21.029158,-0.000575,28.69
26,106856,29.15493,19.978001,-0.000487,28.52
27,110983,29.06338,19.731918,-0.000503,28.37
28,115158,28.993056,20.004901,-0.000564,28.94
29,119268,26.516129,17.585113,-0.000792,28.61
30,123387,30.738806,21.176478,-0.000578,28.34
31,127518,33.860656,23.956894,-0.000644,28.19
32,131620,32.816,22.746221,-0.000619,28.4
33,135722,35.669565,25.365316,-0.00063,27.89
34,139837,37.072072,26.708369,-0.000552,28.2
35,143952,40.343137,29.210021,-0.000454,28.06
36,148083,49.771084,36.979456,-0.000648,28.18
37,152198,41.565657,30.521775,-0.000727,28.5
38,156321,41.646465,30.601474,-0.000789,27.95
39,160441,44.301075,32.527526,-0.000425,28.31
40,164542,47.137931,35.715416,-0.00069,27.95
41,168639,49.963415,37.079961,-0.000491,28.12
42,172922,44.154639,32.077434,-0.000668,29.78
43,177193,47.455556,35.148473,-0.000634,28.99
44,181327,47.517241,34.985979,-0.000432,28.34
45,185567,57.297297,43.844945,-0.000524,29.06
46,189667,58.571429,44.515955,-0.000635,28.19
47,193786,79.211538,62.006653,-0.000172,28.57
48,197954,57.09589,43.957556,-0.000795,29.09
49,202053,66.112903,51.079697,-0.000265,28.95
