threshold,episode,seed,episodic_return,episodic_length,collided,avg_uncertainty,max_uncertainty,activation_count,activation_rate
0.0005,1,1000,40.803585787638866,56,False,0.002826150358227356,0.009837389923632145,53,0.9464285714285714
0.0005,2,1001,266.7869670701647,338,True,0.0030798995862205197,0.012750785797834396,322,0.9526627218934911
0.0005,3,1002,30.127111024551315,47,True,0.003343091738915586,0.010863379575312138,46,0.9787234042553191
0.0005,4,1003,39.69066270434732,66,True,0.0030885749746988895,0.012256456539034843,63,0.9545454545454546
0.0005,5,1004,484.5686339838424,600,False,0.0030756718759585057,0.020405959337949753,564,0.94
0.0005,6,1005,211.49678684480463,262,True,0.003096088662411207,0.01426788792014122,248,0.9465648854961832
0.0005,7,1006,496.791894845485,600,False,0.003053885807773137,0.013947072438895702,563,0.9383333333333334
0.0005,8,1007,497.2576408145281,600,False,0.0031723857152246636,0.01672600582242012,568,0.9466666666666667
0.0005,9,1008,32.0469405821241,44,True,0.003170821625231342,0.011488944292068481,43,0.9772727272727273
0.0005,10,1009,204.22220350994186,253,True,0.003128395119627658,0.014483937993645668,240,0.9486166007905138
0.0005,11,1010,66.88119137685271,89,True,0.0029816101658356824,0.011648827232420444,84,0.9438202247191011
0.0005,12,1011,498.0522375673118,600,False,0.0029342989839703172,0.017859552055597305,576,0.96
0.0005,13,1012,58.40106774838518,80,True,0.003000739877279557,0.008701483719050884,73,0.9125
0.0005,14,1013,437.40022560218466,540,True,0.0030185396702277273,0.015450473874807358,514,0.9518518518518518
0.0005,15,1014,45.034149491158,65,True,0.003324345608976168,0.012039435096085072,60,0.9230769230769231
0.0005,16,1015,496.9740361407352,600,False,0.002951151868716503,0.017329448834061623,554,0.9233333333333333
0.0005,17,1016,30.626188762620835,51,True,0.003437803436741781,0.0100367721170187,50,0.9803921568627451
0.0005,18,1017,498.5642854950953,600,False,0.0029442832515390667,0.013718989677727222,557,0.9283333333333333
0.0005,19,1018,498.4508080474831,600,False,0.0030323050225221472,0.01887567900121212,574,0.9566666666666667
0.0005,20,1019,37.6308094138338,51,True,0.0034917442101811734,0.010509900748729706,47,0.9215686274509803
0.0005,21,1020,409.8972830100616,506,True,0.0032111053839795245,0.016729457303881645,483,0.9545454545454546
0.0005,22,1021,489.1549429164201,600,False,0.00305589809686353,0.01980101689696312,564,0.94
0.0005,23,1022,502.2907752394274,600,False,0.0030750875407807143,0.0142259132117033,568,0.9466666666666667
0.0005,24,1023,500.98099867192315,600,False,0.003087640975645627,0.016115477308630943,560,0.9333333333333333
0.0005,25,1024,30.839359513082037,51,True,0.003253219132174683,0.008394299075007439,50,0.9803921568627451
0.0005,26,1025,494.8398546625008,600,False,0.002922428363935978,0.018583426252007484,566,0.9433333333333334
0.0005,27,1026,21.737181393966857,33,True,0.002590416093660293,0.014879031106829643,29,0.8787878787878788
0.0005,28,1027,27.547775216993834,39,True,0.003493326437772992,0.009882253594696522,37,0.9487179487179487
0.0005,29,1028,369.51634842444975,473,True,0.00316136417880676,0.014358916319906712,449,0.9492600422832981
0.0005,30,1029,13.619900162717256,29,True,0.0026178931599635438,0.006745474878698587,27,0.9310344827586207
0.0005,31,1030,33.15415014997313,47,True,0.0025566695641944226,0.006382076069712639,44,0.9361702127659575
0.0005,32,1031,500.9865239728056,600,False,0.0028685476115667065,0.014738542027771473,566,0.9433333333333334
0.0005,33,1032,32.3629017568157,51,True,0.0030961304802593647,0.009647782891988754,49,0.9607843137254902
0.0005,34,1033,499.9858127140694,600,False,0.0030585532312397846,0.015188392251729965,578,0.9633333333333334
0.0005,35,1034,26.96971921042938,48,True,0.003183559645549394,0.011300678364932537,46,0.9583333333333334
0.0005,36,1035,499.99263842517036,600,False,0.003154698458577817,0.014932788908481598,579,0.965
0.0005,37,1036,32.45210740983988,45,True,0.003220881554847842,0.01201083417981863,42,0.9333333333333333
0.0005,38,1037,298.6570254831634,393,True,0.0031314157509380056,0.01967420056462288,366,0.9312977099236641
0.0005,39,1038,27.744672440970028,39,True,0.0027872534604587904,0.007313381414860487,37,0.9487179487179487
0.0005,40,1039,31.568296320873152,50,True,0.002915227467456134,0.015692375600337982,49,0.98
0.0005,41,1040,418.29400054959723,516,True,0.0030358839282224968,0.01478913240134716,491,0.9515503875968992
0.0005,42,1041,498.2397249238695,600,False,0.0030240277962123702,0.011742845177650452,562,0.9366666666666666
0.0005,43,1042,497.66584734904484,600,False,0.003004931942244487,0.018324706703424454,561,0.935
0.0005,44,1043,496.42265911355514,600,False,0.003007697548600845,0.014802851714193821,576,0.96
0.0005,45,1044,57.79898337483077,69,True,0.003110037131051101,0.009085738100111485,66,0.9565217391304348
0.0005,46,1045,493.9476891128436,600,False,0.0029152407032597694,0.012075969949364662,574,0.9566666666666667
0.0005,47,1046,481.511816296505,600,False,0.0029637683058596547,0.01862902194261551,568,0.9466666666666667
0.0005,48,1047,487.41643155496195,600,False,0.003151865523153295,0.02362065576016903,579,0.965
0.0005,49,1048,487.2434948271611,600,False,0.003166715205904135,0.017387954518198967,576,0.96
0.0005,50,1049,362.4892461641637,446,True,0.0031036053494996763,0.01522204652428627,426,0.9551569506726457
