model,train_seed,config_name,eval_episodes,eval_type,eval_max_steps,eval_action_mode,safeguard_threshold,mc_samples,avg_episodic_return,avg_episodic_length,collision_rate,avg_uncertainty,avg_max_uncertainty,avg_activations_per_episode,avg_activation_rate,total_activations,per_episode_csv,actor_checkpoint
uncertainty_penalty_lambda_0_05,12345,curriculum_stage_3_mixed_traffic,50,full,,actor,,,187.013097,230.26,0.72,,,,,,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_penalty_lambda_sweep_2x100k_20260512_204554\lambda_0_05\seed12345\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_penalty_lambda_sweep_2x100k_20260512_204554\lambda_0_05\seed12345\checkpoint_actor.pth
