iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4103,25.018293,16.094526,-0.001078,66.43
2,8232,25.176829,16.522638,-0.000639,65.91
3,12332,25.153374,16.474681,-0.000925,66.69
4,16438,27.373333,18.367801,-0.000721,71.9
5,20536,29.06383,19.622113,-0.000912,67.68
6,24635,26.967105,17.687626,-0.0004,64.74
7,28762,29.269504,20.192093,-0.000651,64.39
8,32875,30.021898,20.910272,-0.000576,62.82
9,36996,30.753731,21.361806,-0.000755,62.59
10,41128,34.433333,24.386389,-0.000478,62.74
11,45237,38.764151,27.532873,-0.000913,62.46
12,49355,37.099099,26.608722,-7.7e-05,62.53
13,53458,38.345794,27.199625,-0.000502,62.0
14,57578,34.333333,24.270085,-0.00083,62.33
15,61745,37.205357,26.488014,-0.000418,62.39
16,65871,36.192982,25.274496,-0.000654,63.45
17,69987,37.081081,26.345493,-0.000541,65.19
18,74116,43.010417,31.024201,-0.000775,65.55
19,78225,37.697248,25.942846,-7.2e-05,65.6
20,82336,51.3875,38.126469,-0.000399,65.5
21,86460,39.27619,27.293849,-0.000239,64.89
22,90721,45.329787,32.450042,-0.000389,68.15
23,94849,42.556701,30.576206,-0.000494,64.17
24,98950,53.960526,39.652804,-0.000923,61.84
25,103055,47.732558,34.594688,-0.000248,46.97
