threshold,episodes,avg_episodic_return,avg_episodic_length,collision_rate,avg_uncertainty_per_episode,avg_episode_max_uncertainty,avg_activations_per_episode,avg_activation_rate_per_episode,total_activations
0.0005,50,65.31633658392829,82.84,1.0,0.0004068801754703258,0.0014190362655790523,25.5,0.2948915728115176,1275
0.001,50,62.311995340638056,78.92,1.0,0.0003993722281456795,0.0014878988778218626,3.62,0.04486836208125292,181
0.0015,50,63.72488210505983,80.52,1.0,0.0004008899221684234,0.0013486734766047447,0.34,0.004471055384483823,17
0.002,50,61.86342021451999,78.16,1.0,0.00039561224391936755,0.0013517891406081618,0.06,0.0009079575802573109,3
