run_index,model,train_seed,env_id,base_config_name,config_variant,ego_start_lane_policy,target_timesteps,final_training_return,final_training_length,eval_episodes,eval_type,avg_episodic_return,avg_episodic_length,collision_rate,run_id,run_folder,training_log,training_summary,evaluation_per_episode,evaluation_summary,actor_checkpoint,critic_checkpoint
1,self_attention,12345,continuous-spawn-highway-v0,curriculum_stage_2_easy_overtake,curriculum_stage_2_easy_overtake_lite,random,100000,37.619734,47.413793,50,full,98.221996,113.16,0.98,self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed12345,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed12345,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed12345\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed12345\training_summary.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed12345\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed12345\evaluation_summary.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed12345\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed12345\checkpoint_critic.pth
2,self_attention,23456,continuous-spawn-highway-v0,curriculum_stage_2_easy_overtake,curriculum_stage_2_easy_overtake_lite,random,100000,66.025623,83.77551,50,full,198.09465,244.22,0.6,self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed23456,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed23456,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed23456\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed23456\training_summary.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed23456\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed23456\evaluation_summary.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed23456\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed23456\checkpoint_critic.pth
3,self_attention,34567,continuous-spawn-highway-v0,curriculum_stage_2_easy_overtake,curriculum_stage_2_easy_overtake_lite,random,100000,79.553002,100.166667,50,full,256.567017,312.9,0.48,self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed34567,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed34567,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed34567\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed34567\training_summary.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed34567\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed34567\evaluation_summary.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed34567\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed34567\checkpoint_critic.pth
4,self_attention,45678,continuous-spawn-highway-v0,curriculum_stage_2_easy_overtake,curriculum_stage_2_easy_overtake_lite,random,100000,89.058922,111.702703,50,full,232.105925,283.68,0.56,self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed45678,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed45678,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed45678\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed45678\training_summary.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed45678\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed45678\evaluation_summary.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed45678\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed45678\checkpoint_critic.pth
5,self_attention,56789,continuous-spawn-highway-v0,curriculum_stage_2_easy_overtake,curriculum_stage_2_easy_overtake_lite,random,100000,73.550233,93.795455,50,full,219.394261,270.58,0.56,self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed56789,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed56789,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed56789\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed56789\training_summary.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed56789\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed56789\evaluation_summary.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed56789\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed56789\checkpoint_critic.pth
