iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4116,24.5,15.82546,-0.000723,35.11
2,8213,24.830303,16.423152,-0.000845,35.07
3,12321,27.945578,19.400482,-0.001169,34.28
4,16432,27.046053,18.407404,-0.000383,33.54
5,20533,26.62987,18.177022,-0.001241,33.59
6,24631,28.859155,19.59932,-0.000295,33.68
7,28741,28.150685,19.397651,-0.000637,33.6
8,32873,31.067669,21.789172,-0.000827,33.33
9,36984,28.950704,20.2107,-0.000512,34.0
10,41083,33.056452,23.090585,-0.000726,33.55
11,45184,35.973684,25.845152,-0.000502,33.62
12,49292,35.413793,25.238995,-0.00066,36.94
13,53393,37.623853,27.173271,-0.000761,34.55
14,57523,34.132231,24.153862,-0.000805,34.97
15,61673,34.583333,24.393651,-0.00057,39.72
16,65770,41.383838,29.803165,-0.000159,35.0
17,69921,40.696078,29.66514,-0.000543,35.73
18,74034,38.083333,27.676806,-0.000309,34.3
19,78164,45.888889,34.619851,-0.000346,34.47
20,82317,37.080357,26.516306,-0.000672,40.85
21,86427,42.371134,30.391004,-0.000315,53.4
22,90528,46.602273,34.041925,-0.000521,44.09
23,94627,37.263636,26.516082,-0.000122,46.97
24,98726,46.579545,34.367027,-0.00064,51.6
25,102825,39.413462,28.625777,-0.000544,44.45
