model,train_seed,config_name,eval_episodes,eval_type,eval_max_steps,avg_episodic_return,avg_episodic_length,collision_rate,per_episode_csv,actor_checkpoint
self_attention,23456,curriculum_stage_2_easy_overtake,50,full,,198.09465,244.22,0.6,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed23456\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_5run_100k_20260510_210945\seed23456\checkpoint_actor.pth
