iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4100,7.34767,2.818371,-0.00938,39.58
2,8202,7.444646,2.856645,-0.005528,40.37
3,12303,8.268145,3.467517,-0.010861,39.22
4,16403,10.327456,5.032522,-0.013407,38.4
5,20512,13.788591,7.657142,-0.014703,39.78
6,24614,20.206897,13.175065,-0.00639,37.11
7,28732,27.271523,18.588049,-0.002656,36.99
8,32840,25.202454,17.308665,-0.000886,36.99
9,36951,26.018987,17.731692,-0.001988,36.93
10,41142,28.127517,19.6285,-0.00111,38.2
11,45248,28.915493,20.294572,-0.001894,37.58
12,49367,27.278146,18.965876,-0.002921,36.77
13,53463,32.251969,22.95776,-0.001194,37.11
14,57576,32.132812,23.091872,-0.000999,37.29
15,61673,38.28972,27.836687,-0.001168,36.54
16,65817,40.627451,30.147016,-0.000366,36.71
17,69933,41.16,30.065764,-0.001019,37.09
18,74171,43.244898,31.954553,-0.000557,37.65
19,78281,48.352941,36.205988,-0.000658,37.49
20,82383,52.589744,40.344974,-0.000672,37.22
21,86492,38.764151,28.562758,-0.001173,36.57
22,90666,51.530864,39.359158,-0.000801,37.23
23,94767,66.145161,51.32151,-0.000835,36.6
24,99136,70.467742,54.809491,-0.00111,40.14
25,103296,80.0,63.087061,-0.000721,37.64
