iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4105,23.19209,15.193391,-0.000788,31.03
2,8205,21.808511,13.975967,-0.00082,29.93
3,12314,24.90303,16.845991,-0.000694,29.13
4,16414,23.699422,15.529051,-0.000658,29.39
5,20520,25.345679,16.984362,-0.00082,29.74
6,24632,25.226994,17.275665,-0.000551,29.85
7,28753,26.082278,17.422336,-0.000754,29.69
8,32877,27.311258,18.766973,-0.000713,29.64
9,37016,26.363057,17.957243,-0.000551,30.37
10,41139,26.094937,17.906087,-0.000779,29.17
11,45246,28.72028,19.938467,-0.000524,29.86
12,49455,29.851064,20.846021,-0.000594,30.82
13,53562,29.546763,20.46364,-0.000695,29.19
14,57674,29.582734,20.835616,-0.000659,29.58
15,61812,31.587786,22.37065,-0.000642,28.99
16,65995,30.757353,21.572655,-0.000632,30.43
17,70107,30.686567,21.838778,-0.000985,29.42
18,74247,36.0,25.880342,-0.000859,29.1
19,78382,37.590909,27.604796,-0.000672,29.9
20,82521,36.955357,27.582529,-0.000883,29.34
21,86628,37.0,27.453806,-0.000782,29.02
22,90749,37.807339,28.062195,-0.000613,29.29
23,94863,42.854167,31.987375,-0.000709,29.04
24,98977,43.305263,32.204341,-0.0004,29.17
25,103095,42.453608,32.351868,-0.00063,29.51
26,107197,39.066667,29.172384,-0.000422,28.93
27,111343,49.357143,37.460593,-0.000418,29.58
28,115476,53.675325,41.021001,-0.000482,30.1
29,119583,46.146067,34.860703,-0.000448,29.34
30,123696,47.275862,35.336676,-0.000393,29.39
31,127805,55.527027,43.162766,-0.000702,37.6
32,131906,51.2625,39.636098,-0.000538,31.39
33,136161,55.986842,43.471468,-0.000198,30.35
34,140280,61.477612,48.342855,-0.000294,29.19
35,144393,91.4,72.885488,-0.000384,29.19
36,148666,59.347222,45.955866,-0.001144,30.34
37,152937,52.085366,39.925003,-0.00038,31.71
38,157135,74.964286,59.499205,-0.000947,30.05
39,161508,82.509434,65.775918,-0.000789,31.74
40,165865,64.073529,49.983988,-0.000612,31.38
41,170107,86.571429,69.152203,-0.000225,30.05
42,174223,102.9,82.815497,-0.000423,29.81
43,178361,86.208333,68.248096,-0.000195,29.53
44,182566,95.568182,76.193079,-0.000373,30.27
45,186697,111.648649,89.938464,-0.000346,29.93
46,190866,115.805556,92.9192,-2.2e-05,29.96
47,195109,111.657895,90.081033,-0.000368,30.94
48,199338,114.297297,92.652628,-0.000622,30.85
49,203693,90.729167,72.280146,-0.000677,31.69
