"model","source_file","iteration","timesteps_so_far","avg_episodic_length","avg_episodic_return","avg_loss","iteration_seconds"
"self_attention","03_curriculum_stage_3_mixed_traffic_training.csv","22","90579","46.613636","34.079258","-0.000348","50.51"
"self_attention","03_curriculum_stage_3_mixed_traffic_training.csv","23","94776","44.178947","31.70032","-0.000457","51.89"
"self_attention","03_curriculum_stage_3_mixed_traffic_training.csv","24","98906","52.948718","39.288591","-0.000461","53.22"
"self_attention","04_curriculum_stage_4_dense_traffic_training.csv","1","4096","55.351351","39.249824","-0.000588","62.68"
"self_attention","04_curriculum_stage_4_dense_traffic_training.csv","2","8358","44.863158","30.58441","-0.000931","64.81"
"self_attention","04_curriculum_stage_4_dense_traffic_training.csv","3","12480","53.532468","36.665995","-0.000461","62.96"
"self_attention","04_curriculum_stage_4_dense_traffic_training.csv","4","16578","54.64","38.220932","-0.000424","62.92"
"self_attention","04_curriculum_stage_4_dense_traffic_training.csv","5","20676","53.921053","37.181383","-0.00096","62.43"
"self_attention","04_curriculum_stage_4_dense_traffic_training.csv","6","24941","55.38961","38.500356","-0.000535","65.97"
"self_attention","04_curriculum_stage_4_dense_traffic_training.csv","7","29086","52.468354","36.442464","-0.000557","64.52"
"self_attention","04_curriculum_stage_4_dense_traffic_training.csv","8","33422","72.266667","54.151092","-0.001112","66.77"
"self_attention","04_curriculum_stage_4_dense_traffic_training.csv","9","37521","73.196429","53.581416","4.8e-05","62.44"
"self_attention","04_curriculum_stage_4_dense_traffic_training.csv","10","41623","64.09375","45.496301","-6.9e-05","62.63"
