model,train_seed,config_name,eval_episodes,eval_type,eval_max_steps,eval_action_mode,safeguard_threshold,mc_samples,avg_episodic_return,avg_episodic_length,collision_rate,avg_uncertainty,avg_max_uncertainty,avg_activations_per_episode,avg_activation_rate,total_activations,per_episode_csv,actor_checkpoint
uncertainty_meanmax_threshold,23456,curriculum_stage_3_mixed_traffic,50,full,,safeguarded,0.0005,5,355.301636,433.44,0.34,0.003211,0.015596,413.14,0.953539,20657,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_meanmax_threshold_3run_100k_20260512_142042\seed23456\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_meanmax_threshold_3run_100k_20260512_142042\seed23456\checkpoint_actor.pth
