iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4109,21.740741,13.73794,-0.0028,67.42
2,8213,22.674033,14.684457,-0.002029,81.69
3,12319,24.73494,16.033873,-0.000663,171.93
4,16452,23.350282,15.013539,-0.00054,111.36
5,20573,23.414773,15.352118,-0.000663,93.02
6,24685,25.382716,16.987469,-0.001124,112.41
7,28784,25.147239,16.893123,-0.000952,113.36
8,32887,27.911565,19.020114,-0.000642,100.69
9,36988,29.292857,20.152389,-0.000292,97.43
10,41095,27.198675,18.463352,-0.000626,91.94
11,45214,28.406897,19.639816,-0.000605,92.73
12,49352,31.112782,21.956747,-0.000464,92.7
13,53459,28.922535,19.875654,-0.000837,89.53
14,57571,31.630769,22.133135,-0.000499,88.36
15,61681,30.220588,21.069705,-0.000665,92.12
16,65803,31.953488,22.455531,-0.000401,91.41
17,70015,31.432836,22.141435,-0.000435,114.65
18,74119,34.2,24.328397,-0.000477,118.0
19,78311,35.525424,24.976976,-0.000873,99.63
20,82426,36.415929,26.206491,-0.000643,92.3
21,86570,36.034783,26.029933,-0.001044,95.33
22,90670,35.042735,25.088887,-0.000478,92.49
23,94766,35.929825,25.773475,-0.000338,92.58
24,98873,41.484848,30.289453,-0.000335,105.53
25,103129,38.0,27.50921,-0.000464,111.46
26,107237,39.883495,29.525321,-0.000378,95.77
27,111353,38.830189,27.781109,-0.000443,93.22
28,115474,40.80198,29.142721,-0.000391,105.62
29,119576,46.089888,34.056087,-0.000191,127.72
30,123681,44.619565,33.394626,-0.000777,122.51
31,127825,43.166667,31.663175,-0.00032,102.15
32,132010,60.652174,47.128715,-0.000406,93.53
33,136112,44.107527,32.499298,-0.000774,89.69
34,140264,44.170213,32.493319,-0.000709,91.91
35,144378,42.854167,31.232488,-5.5e-05,89.42
36,148553,50.914634,37.857858,-0.000344,96.05
37,152694,60.897059,46.715836,-0.000562,102.11
38,156911,62.940299,47.691583,-0.000705,107.69
39,161030,56.424658,43.230324,-0.000158,104.1
40,165188,68.163934,52.806545,-0.000226,95.28
41,169308,61.492537,46.434838,-0.000427,92.74
42,173423,57.957746,44.267734,-0.000173,93.29
43,177655,74.245614,57.609233,-0.000371,94.7
44,181794,72.614035,55.791505,8.5e-05,94.67
45,185900,82.12,64.425758,-0.000191,93.43
46,190105,64.692308,49.842526,-0.000383,94.8
47,194293,76.145455,59.559028,-0.000306,94.52
48,198403,70.862069,55.15254,-3.2e-05,97.81
49,202504,82.02,64.291389,-0.000493,98.72
