model,config,eval_type,episodes,max_steps,avg_episodic_length,avg_episodic_return,collision_rate,checkpoint
deep_sets_mean_max,curriculum_stage_3_mixed_traffic,capped,10,300,222.5,182.579519,0.3,C:\Users\milke\groupCoursework\FYP\baseline\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\deep_sets_mean_max_curriculum_final_actor.pth
deep_sets_mean_max,curriculum_stage_3_mixed_traffic,full,10,,151.4,119.156728,0.8,C:\Users\milke\groupCoursework\FYP\baseline\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\deep_sets_mean_max_curriculum_final_actor.pth
