iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4103,24.866667,18.760707,-0.001866,116.61
2,8200,28.255172,21.686335,-0.001515,116.54
3,12328,24.571429,18.468841,-0.000996,119.52
4,16444,27.624161,21.192239,-0.001015,117.4
5,20541,30.125,23.313927,-0.001104,121.04
6,24676,31.090226,24.094499,-0.000951,117.04
7,28789,33.169355,25.86396,-0.00084,119.56
8,32888,34.737288,27.344801,-0.001131,118.28
9,36987,35.95614,28.428593,-0.001108,115.29
10,41106,34.90678,27.305713,-0.001398,116.57
11,45212,36.336283,28.525255,-0.001317,117.88
12,49328,45.733333,36.390193,-0.000775,116.42
13,53574,52.419753,41.994074,-0.000556,119.96
14,57674,50.0,39.762038,-0.000755,114.91
15,61800,47.425287,37.752623,-0.000738,116.89
16,65943,58.352113,46.939531,-0.000609,117.9
17,70179,73.034483,59.221309,-0.001207,121.16
18,74522,68.936508,55.777577,-0.000465,123.35
19,78744,71.559322,57.932688,-0.00087,118.34
20,82880,81.098039,66.10866,-0.000994,115.72
21,87081,76.381818,62.088416,-0.001321,121.7
22,91197,85.75,69.909548,-0.00095,127.65
23,95315,82.36,66.877215,-0.000822,123.36
