model,train_seed,config_name,target_timesteps,iteration,timesteps_so_far,avg_episodic_return,avg_episodic_length,avg_loss,iteration_seconds,training_csv,actor_checkpoint,critic_checkpoint
deep_sets_mean,34567,curriculum_stage_2_easy_overtake,100000,25,103129,27.50921,38.0,-0.000464,36.48,C:\Users\milke\groupCoursework\FYP\experiment_runs\deepsets_mean_stage2_3seed_foreground_20260507_172313\seed34567\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\deepsets_mean_stage2_3seed_foreground_20260507_172313\seed34567\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\deepsets_mean_stage2_3seed_foreground_20260507_172313\seed34567\checkpoint_critic.pth
