model,train_seed,episode_index,eval_seed,episodic_return,episodic_length,collided,capped,terminated,truncated,scenario
deep_sets_mean_max,56789,1,1000,41.43955128720309,50,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,2,1001,421.5836546702991,522,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,3,1002,31.69865507289872,54,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,4,1003,41.217164670766024,53,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,5,1004,438.2002231087069,525,0,0,0,1,overtake_easy
deep_sets_mean_max,56789,6,1005,440.3377171726368,525,0,0,0,1,stay_best
deep_sets_mean_max,56789,7,1006,22.11533096586068,40,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,8,1007,39.57568097193246,48,1,0,1,0,overtake_blocked
deep_sets_mean_max,56789,9,1008,23.96742808175371,43,1,0,1,0,overtake_blocked
deep_sets_mean_max,56789,10,1009,437.2644282533959,525,0,0,0,1,overtake_easy
deep_sets_mean_max,56789,11,1010,439.05061588173874,525,0,0,0,1,overtake_easy
deep_sets_mean_max,56789,12,1011,439.0642341727575,525,0,0,0,1,overtake_easy
deep_sets_mean_max,56789,13,1012,45.77794566086772,55,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,14,1013,42.787632786745874,51,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,15,1014,53.63466420703479,80,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,16,1015,29.540934231180458,47,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,17,1016,27.62679910265346,48,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,18,1017,47.832671174459044,61,1,0,1,0,overtake_blocked
deep_sets_mean_max,56789,19,1018,434.2352870364952,525,0,0,0,1,overtake_easy
deep_sets_mean_max,56789,20,1019,34.01007618295203,56,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,21,1020,242.57640163152604,307,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,22,1021,44.796852616142644,53,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,23,1022,439.24006893261077,525,0,0,0,1,stay_best
deep_sets_mean_max,56789,24,1023,89.22983737636729,109,1,0,1,0,stay_best
deep_sets_mean_max,56789,25,1024,36.265998610403706,56,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,26,1025,437.20260243271434,525,0,0,0,1,overtake_easy
deep_sets_mean_max,56789,27,1026,19.129372962992836,35,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,28,1027,23.938541030635406,42,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,29,1028,26.425972712245017,46,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,30,1029,23.267824839620324,38,1,0,1,0,overtake_blocked
deep_sets_mean_max,56789,31,1030,34.128492545807674,57,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,32,1031,437.04302821821847,525,0,0,0,1,stay_best
deep_sets_mean_max,56789,33,1032,45.131424275537285,71,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,34,1033,38.7844324286793,63,1,0,1,0,overtake_blocked
deep_sets_mean_max,56789,35,1034,25.608649442480694,45,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,36,1035,339.3235624369824,423,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,37,1036,23.905239474971697,42,1,0,1,0,overtake_blocked
deep_sets_mean_max,56789,38,1037,31.8000572815056,54,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,39,1038,27.309146831510688,48,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,40,1039,45.40598286156896,61,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,41,1040,436.91033745146007,525,0,0,0,1,overtake_easy
deep_sets_mean_max,56789,42,1041,435.49196668287044,525,0,0,0,1,overtake_easy
deep_sets_mean_max,56789,43,1042,438.5002263311982,525,0,0,0,1,overtake_easy
deep_sets_mean_max,56789,44,1043,121.52825313408539,159,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,45,1044,35.169247813286006,43,1,0,1,0,overtake_blocked
deep_sets_mean_max,56789,46,1045,438.96039347973664,525,0,0,0,1,overtake_easy
deep_sets_mean_max,56789,47,1046,38.970802172609496,55,1,0,1,0,overtake_blocked
deep_sets_mean_max,56789,48,1047,40.22653060029253,48,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,49,1048,83.4216228812113,115,1,0,1,0,overtake_easy
deep_sets_mean_max,56789,50,1049,434.6910384303694,525,0,0,0,1,overtake_easy
