iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4103,11.428969,5.957555,-0.008643,69.49
2,8207,13.324675,7.421669,-0.005139,68.13
3,12305,16.326693,9.604687,-0.00679,68.16
4,16418,18.118943,10.53838,-0.003329,66.72
5,20533,22.005348,13.650533,-0.002838,70.31
6,24642,21.071795,13.247507,-0.002684,74.8
7,28766,22.413043,14.160788,-0.004686,68.82
8,32865,27.326667,18.294741,-0.001863,83.48
9,36961,30.567164,21.020689,-0.002826,75.41
10,41083,31.953488,22.127601,-0.001561,72.19
11,45266,33.198413,23.000725,-0.000962,73.92
12,49378,31.389313,21.535247,-0.001333,72.56
13,53479,35.973684,25.461452,-0.001198,72.66
14,57592,34.275,24.11781,-0.000691,72.04
15,61726,37.243243,26.770561,-0.001473,71.9
16,65838,42.833333,31.106763,-0.000695,72.88
17,69975,37.954128,27.363677,-0.001821,72.41
18,74071,36.900901,26.576344,-0.00125,71.37
19,78191,47.906977,36.121706,-0.00061,71.38
20,82311,43.829787,32.044496,-0.000599,75.91
21,86413,43.178947,31.280282,-0.000849,70.64
22,90535,38.886792,27.923273,-0.002853,66.54
23,94632,44.532609,32.851536,-0.000657,66.31
24,98758,43.431579,32.09596,-0.000714,67.02
25,102906,45.582418,33.919707,-0.000148,68.71
