iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4109,23.751445,16.244981,-0.001081,51.09
2,8232,23.162921,15.499582,-0.000954,52.57
3,12333,23.301136,15.540316,-0.000558,56.74
4,16437,25.02439,17.141614,-0.000556,40.49
5,20560,25.76875,18.116787,-0.000713,30.26
6,24669,27.577181,19.267954,-0.000622,30.15
7,28780,27.046053,19.111852,-0.000761,29.88
8,32893,26.365385,18.639723,-0.000646,44.05
9,37021,28.273973,20.013742,-0.000626,47.11
10,41133,27.597315,19.608584,-0.000758,54.64
11,45272,29.564286,21.441633,-0.000666,56.17
12,49388,29.4,21.373414,-0.000759,54.52
13,53486,31.523077,22.934099,-0.000593,56.66
14,57595,29.35,21.531364,-0.000745,62.64
15,61705,33.145161,24.452991,-0.000852,65.6
16,65833,32.25,23.339413,-0.000731,68.05
17,69962,31.519084,23.032054,-0.00066,67.53
18,74066,37.651376,28.250027,-0.00085,61.0
19,78185,34.90678,25.664917,-0.000933,60.57
20,82312,37.518182,28.263005,-0.000668,60.66
21,86433,38.877358,29.18074,-0.000797,60.15
22,90597,41.64,30.99231,-0.000618,63.69
23,94709,40.712871,30.526568,-0.000381,66.05
24,98810,42.71875,32.098896,-0.000508,64.01
25,102915,43.670213,32.80326,-0.000631,65.89
