model,train_seed,config_name,target_timesteps,iteration,timesteps_so_far,avg_episodic_return,avg_episodic_length,avg_raw_episodic_return,avg_loss,avg_critic_uncertainty,iteration_seconds,training_csv,actor_checkpoint,critic_checkpoint
uncertainty_penalty_lambda_0_01,12345,curriculum_stage_3_mixed_traffic,100000,25,102766,26.532,37.82,26.658,-0.00046,0.00082,121.03,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_penalty_lambda_sweep_2x100k_20260512_204554\lambda_0_01\seed12345\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_penalty_lambda_sweep_2x100k_20260512_204554\lambda_0_01\seed12345\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_penalty_lambda_sweep_2x100k_20260512_204554\lambda_0_01\seed12345\checkpoint_critic.pth
