model,env_id,base_config_name,config_variant,ego_start_lane_policy,runs,train_seeds,eval_episodes_per_run,total_eval_episodes,avg_final_training_return,avg_final_training_length,avg_of_eval_avg_episodic_return,avg_of_eval_avg_episodic_length,avg_collision_rate,per_run_summary
self_attention,continuous-spawn-highway-v0,curriculum_stage_2_easy_overtake,curriculum_stage_2_easy_overtake_lite,random,1,12345,50,50,37.619734,47.413793,98.221996,113.16,0.98,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_stage2_lite_seed12345_rerun_100k_20260511_121242\per_run_summary.csv
