iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4103,23.58046,16.703819,-0.002548,42.28
2,8244,24.358824,17.536296,-0.000992,41.51
3,12365,25.75625,18.520307,-0.000537,42.62
4,16463,26.43871,19.323875,-0.000777,43.33
5,20565,28.685315,21.101633,-0.000379,43.15
6,24661,28.643357,21.335093,-0.000513,44.32
