model,config,eval_type,episodes,max_steps,avg_episodic_length,avg_episodic_return,collision_rate,checkpoint
deep_sets_mean,curriculum_stage_3_mixed_traffic,capped,10,300,174.7,140.498423,0.5,C:\Users\milke\groupCoursework\FYP\Deep_sets_mean_model\curriculum_artifacts\stage3_only_all_models_100k_20260424_101952\checkpoints\deep_sets_mean_curriculum_final_actor.pth
deep_sets_mean,curriculum_stage_3_mixed_traffic,full,10,,332.4,272.300771,0.5,C:\Users\milke\groupCoursework\FYP\Deep_sets_mean_model\curriculum_artifacts\stage3_only_all_models_100k_20260424_101952\checkpoints\deep_sets_mean_curriculum_final_actor.pth
